Address,Title_link,Sale price,list-card-type,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal & interest,Mortage insurance,Property taxes,Home insurance,HOA fees,Utilities
"1541 Brickell Ave APT C1408, Miami, FL 33129",https://www.zillow.com/homedetails/1541-Brickell-Ave-APT-C1408-Miami-FL-33129/43869975_zpid/,"$975,000",Condo for sale,"1,475 sqft","$922,272",Condo,1981,"Forced air, Heat pump",Central,2 spaces,"$1,123/month",$661,Great solar potentialSun Number™: 92.7,"$6,185","$3,811/mo",$0/mo,$910/mo,$341/mo,"$1,123/mo",Not included
"851 NE 1 Ave # 4501, Miami, FL",https://www.zillow.com/homedetails/851-NE-1-Ave-4501-Miami-FL-33132/2082307996_zpid/,"$1,490,000",New construction,"2,320 sqft",,Condo,2019,Forced air,Central,No Data,"$1,200/month",$642,,"$8,936","$5,824/mo",$0/mo,"$1,391/mo",$522/mo,"$1,200/mo",Not included
"1798 NW 41st St, Miami, FL 33142",https://www.zillow.com/homedetails/1798-NW-41st-St-Miami-FL-33142/43810533_zpid/,"$350,000",Apartment for sale,"1,534 sqft","$339,645",Multi Family,1959,Wall,Wall,2 spaces,$228,,Great solar potentialSun Number™: 87.7,"$1,758","$1,309/mo",$0/mo,$327/mo,$123/mo,$0/mo,Not included
"851 NE 1 Ave # 2512, Miami, FL",https://www.zillow.com/homedetails/851-NE-1-Ave-2512-Miami-FL-33132/2082308069_zpid/,"$1,330,000",New construction,"2,320 sqft",,Condo,2019,Forced air,Central,No Data,"$1,800/month",$573,,"$8,705","$5,198/mo",$0/mo,"$1,241/mo",$466/mo,"$1,800/mo",Not included
"851 NE 1 Ave # 2712, Miami, FL",https://www.zillow.com/homedetails/851-NE-1-Ave-2712-Miami-FL-33132/2082308148_zpid/,"$1,390,000",New construction,"2,320 sqft",,Condo,2019,Forced air,Central,No Data,"$1,800/month",$599,,"$9,017","$5,433/mo",$0/mo,"$1,297/mo",$487/mo,"$1,800/mo",Not included
"851 NE 1 Ave # 4609, Miami, FL",https://www.zillow.com/homedetails/851-NE-1-Ave-4609-Miami-FL-33132/2082308291_zpid/,"$1,390,000",New construction,"1,753 sqft",,Condo,2019,Forced air,Central,No Data,"$1,200/month",$793,,"$8,417","$5,433/mo",$0/mo,"$1,297/mo",$487/mo,"$1,200/mo",Not included
"3131 NE 7th Ave UNIT 1106, Miami, FL 33137",https://www.zillow.com/homedetails/3131-NE-7th-Ave-UNIT-1106-Miami-FL-33137/2086900517_zpid/,"$1,449,000",Condo for sale,"1,634 sqft","$1,375,517",Condo,2018,Forced air,Central,1 space,"$1,100/month",$887,,"$8,623","$5,663/mo",$0/mo,"$1,352/mo",$507/mo,"$1,100/mo",Not included
"2931 SW 38th Ct # 1, Miami, FL",https://www.zillow.com/homedetails/2931-SW-38th-Ct-1-Miami-FL-33134/2082310744_zpid/,"$674,900",New construction,"1,707 sqft","$639,992",Condo,2019,Forced air,Central,Attached Garage,No Data,$395,,"$3,504","$2,638/mo",$0/mo,$630/mo,$236/mo,$0/mo,Not included
"2961 SW 24th St, Miami, FL 33145",https://www.zillow.com/homedetails/2961-SW-24th-St-Miami-FL-33145/43857745_zpid/,"$530,000",Apartment for sale,"1,784 sqft","$505,795",Multi Family,1957,"Forced air, Wall","Central, Wall",No Data,$297,,Great solar potentialSun Number™: 94.23,"$2,662","$1,982/mo",$0/mo,$495/mo,$186/mo,$0/mo,Not included
"Unit 4404 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082434292_zpid/,"$849,000+",New construction,"1,294 sqft","$806,829",Condo,2019,No Data,No Data,1 space,No Data,$656,Great solar potentialSun Number™: 94.3,"$4,408",,,,,,
"5510 NW 13th Ave, Miami, FL 33142",https://www.zillow.com/homedetails/5510-NW-13th-Ave-Miami-FL-33142/43810043_zpid/,"$185,000",House for sale,870 sqft,"$181,244",Single Family,1958,Forced air,Wall,No Data,"6,751 sqft",$213,Limited solar potentialSun Number™: 58.1,$942,$704/mo,$0/mo,$173/mo,$65/mo,$0/mo,Not included
"3470 E Coast Ave APT H1808, Miami, FL 33137",https://www.zillow.com/homedetails/3470-E-Coast-Ave-APT-H1808-Miami-FL-33137/82418154_zpid/,"$1,650,000",Condo for sale,"2,375 sqft","$1,520,171",Condo,2007,Forced air,Central,Attached Garage,"$1,852/month",$695,Great solar potentialSun Number™: 94.2,"$10,418","$6,449/mo",$0/mo,"$1,540/mo",$578/mo,"$1,852/mo",Not included
"3098 NW 32nd St, Miami, FL 33142",https://www.zillow.com/homedetails/3098-NW-32nd-St-Miami-FL-33142/44162892_zpid/,"$275,000",House for sale,"1,521 sqft","$269,028",Single Family,1926,No Data,"Other, Wall",No Data,"7,514 sqft",$181,Great solar potentialSun Number™: 94.1,"$1,381","$1,028/mo",$0/mo,$257/mo,$96/mo,$0/mo,Not included
"3163 SW 23rd Ter, Miami, FL 33145",https://www.zillow.com/homedetails/3163-SW-23rd-Ter-Miami-FL-33145/43857656_zpid/,"$499,000",Apartment for sale,"2,060 sqft","$476,443",Multi Family,1967,Forced air,Central,No Data,$242,,Great solar potentialSun Number™: 89.43,"$2,506","$1,866/mo",$0/mo,$466/mo,$175/mo,$0/mo,Not included
"2256 SW 5th St, Miami, FL 33135",https://www.zillow.com/homedetails/2256-SW-5th-St-Miami-FL-33135/43840001_zpid/,"$450,000",House for sale,"2,251 sqft","$426,380",Single Family,1926,Forced air,"Central, Other",1 space,"5,248 sqft",$200,Great solar potentialSun Number™: 86.23,"$2,260","$1,683/mo",$0/mo,$420/mo,$158/mo,$0/mo,Not included
"1717 N Bayshore Dr # A-2453, Miami, FL 33132",https://www.zillow.com/homedetails/1717-N-Bayshore-Dr-A-2453-Miami-FL-33132/43832772_zpid/,"$325,000",Condo for sale,997 sqft,"$309,550",Condo,1986,Forced air,Central,1 space,$633/month,$326,,"$2,265","$1,215/mo",$0/mo,$303/mo,$114/mo,$633/mo,Not included
"1060 Brickell Ave APT 4103, Miami, FL 33131",https://www.zillow.com/homedetails/1060-Brickell-Ave-APT-4103-Miami-FL-33131/92439683_zpid/,"$400,000",Condo for sale,963 sqft,"$380,603",Condo,2008,Forced air,Central,No Data,$639/month,$415,Great solar potentialSun Number™: 92.7,"$2,648","$1,496/mo",$0/mo,$373/mo,$140/mo,$639/mo,Not included
"1060 Brickell Ave APT 3703, Miami, FL 33131",https://www.zillow.com/homedetails/1060-Brickell-Ave-APT-3703-Miami-FL-33131/92436555_zpid/,"$380,000",Condo for sale,963 sqft,"$361,349",Condo,2008,Forced air,Central,1 space,$639/month,$395,Great solar potentialSun Number™: 92.7,"$2,548","$1,421/mo",$0/mo,$355/mo,$133/mo,$639/mo,Not included
"1331 Brickell Bay Dr APT 2705, Miami, FL 33131",https://www.zillow.com/homedetails/1331-Brickell-Bay-Dr-APT-2705-Miami-FL-33131/64889677_zpid/,"$1,785,000",Condo for sale,"2,130 sqft",,Condo,2004,Forced air,Central,2 spaces,"$1,711/month",$838,Great solar potentialSun Number™: 94.3,"$10,978","$6,977/mo",$0/mo,"$1,666/mo",$625/mo,"$1,711/mo",Not included
"31 SE 6th St APT 2706, Miami, FL 33131",https://www.zillow.com/homedetails/31-SE-6th-St-APT-2706-Miami-FL-33131/123525364_zpid/,"$285,000",Condo for sale,719 sqft,"$270,989",Condo,2014,Forced air,Central,1 space,$619/month,$396,Great solar potentialSun Number™: 95.1,"$2,050","$1,066/mo",$0/mo,$266/mo,$100/mo,$619/mo,Not included
"2951 S Bayshore Dr # 503, Miami, FL 33133",https://www.zillow.com/homedetails/2951-S-Bayshore-Dr-503-Miami-FL-33133/43862971_zpid/,"$299,000",Condo for sale,740 sqft,"$284,693",Condo,1998,Forced air,Central,Attached Garage,$688/month,$404,Great solar potentialSun Number™: 94.23,"$2,190","$1,118/mo",$0/mo,$279/mo,$105/mo,$688/mo,Not included
"Unit 912 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082434284_zpid/,"$1,562,000+",New construction,"2,305 sqft","$1,429,607",Condo,2019,No Data,No Data,1 space,No Data,$678,Great solar potentialSun Number™: 94.3,"$8,109",,,,,,
"540 Brickell Key Dr APT 1723, Miami, FL 33131",https://www.zillow.com/homedetails/540-Brickell-Key-Dr-APT-1723-Miami-FL-33131/43872940_zpid/,"$649,000",Condo for sale,"1,300 sqft","$607,009",Condo,1991,Forced air,Central,No Data,$900/month,$499,Great solar potentialSun Number™: 94.3,"$4,269","$2,537/mo",$0/mo,$606/mo,$227/mo,$900/mo,Not included
"601 NE 23rd St UNIT TH5, Miami, FL 33137",https://www.zillow.com/homedetails/601-NE-23rd-St-UNIT-TH5-Miami-FL-33137/2115812319_zpid/,"$530,000",Townhouse for sale,"1,355 sqft","$501,852",Townhouse,2012,Forced air,Central,"Carport, Attached Garage","2,000 sqft",$391,Great solar potentialSun Number™: 92.7,"$3,399","$1,982/mo",$0/mo,$495/mo,$186/mo,$737/mo,Not included
"2631 SW 28th Ave, Miami, FL 33133",https://www.zillow.com/homedetails/2631-SW-28th-Ave-Miami-FL-33133/43859139_zpid/,"$489,000",House for sale,"1,530 sqft","$463,816",Single Family,1955,Forced air,Central,No Data,"4,059 sqft",$320,Great solar potentialSun Number™: 94.23,"$2,456","$1,828/mo",$0/mo,$456/mo,$171/mo,$0/mo,Not included
"137 Shore Dr W, Miami, FL 33133",https://www.zillow.com/homedetails/137-Shore-Dr-W-Miami-FL-33133/43853841_zpid/,"$2,490,000",House for sale,"3,000 sqft",,Single Family,2015,Other,Central,2 spaces,0.31 acres,$830,Great solar potentialSun Number™: 93.43,"$12,927","$9,732/mo",$0/mo,"$2,324/mo",$872/mo,$0/mo,Not included
"50 Biscayne Blvd APT 1805, Miami, FL 33132",https://www.zillow.com/homedetails/50-Biscayne-Blvd-APT-1805-Miami-FL-33132/82061449_zpid/,"$269,900",Condo for sale,845 sqft,"$257,678",Condo,2007,Forced air,Central,1 space,$564/month,$319,Great solar potentialSun Number™: 94.3,"$1,920","$1,009/mo",$0/mo,$252/mo,$94/mo,$564/mo,Not included
"1300 S Miami Ave UNIT 4805, Miami, FL 33130",https://www.zillow.com/homedetails/1300-S-Miami-Ave-UNIT-4805-Miami-FL-33130/247653177_zpid/,"$1,200,000",Condo for sale,"1,505 sqft","$1,121,971",Condo,2016,Forced air,Central,Attached Garage,$837/month,$797,Great solar potentialSun Number™: 94.3,"$7,067","$4,690/mo",$0/mo,"$1,120/mo",$420/mo,$837/mo,Not included
"2951 S Bayshore Dr # 611, Miami, FL 33133",https://www.zillow.com/homedetails/2951-S-Bayshore-Dr-611-Miami-FL-33133/43863050_zpid/,"$357,000",Condo for sale,620 sqft,"$340,311",Condo,1998,Electric,Central,Attached Garage,$640/month,$576,Great solar potentialSun Number™: 94.23,"$2,433","$1,335/mo",$0/mo,$333/mo,$125/mo,$640/mo,Not included
"3601/3605 SW 7 St, Miami, FL 33135",https://www.zillow.com/homedetails/3601-3605-SW-7-St-Miami-FL-33135/2082322441_zpid/,"$425,000",Apartment for sale,"1,410 sqft","$405,163",Multi Family,1952,Forced air,Central,No Data,$301,,,"$2,135","$1,589/mo",$0/mo,$397/mo,$149/mo,$0/mo,Not included
"630 NE 55th Ter, Miami, FL 33137",https://www.zillow.com/homedetails/630-NE-55th-Ter-Miami-FL-33137/43829012_zpid/,"$929,000",House for sale,"2,633 sqft","$886,349",Single Family,1940,Forced air,Central,1 space,"8,250 sqft",$353,Great solar potentialSun Number™: 94.2,"$4,826","$3,631/mo",$0/mo,$867/mo,$325/mo,$3/mo,Not included
"475 Brickell Ave APT 5507, Miami, FL 33131",https://www.zillow.com/homedetails/475-Brickell-Ave-APT-5507-Miami-FL-33131/92447765_zpid/,"$899,000",Condo for sale,"1,120 sqft","$840,791",Condo,2008,Forced air,Central,Attached Garage,$800/month,$803,Great solar potentialSun Number™: 94.3,"$5,467","$3,514/mo",$0/mo,$839/mo,$315/mo,$800/mo,Not included
"2300 SW 3rd Ave APT 5, Miami, FL 33129",https://www.zillow.com/homedetails/2300-SW-3rd-Ave-APT-5-Miami-FL-33129/43867245_zpid/,"$179,817",Condo for sale,660 sqft,"$170,118",Condo,1962,"Forced air, Wall","Central, Wall",No Data,$355/month,$272,Great solar potentialSun Number™: 94.23,"$1,270",$684/mo,$0/mo,$168/mo,$63/mo,$355/mo,Not included
"850 N Miami Ave # W-608, Miami, FL 33136",https://www.zillow.com/homedetails/850-N-Miami-Ave-W-608-Miami-FL-33136/2082323935_zpid/,"$240,000",Condo for sale,914 sqft,"$229,410",Condo,1989,Forced air,Central,No Data,$547/month,$263,,"$1,768",$913/mo,$0/mo,$224/mo,$84/mo,$547/mo,Not included
"770 Claughton Island Dr APT 2106, Miami, FL 33131",https://www.zillow.com/homedetails/770-Claughton-Island-Dr-APT-2106-Miami-FL-33131/64727654_zpid/,"$298,000",Condo for sale,674 sqft,"$281,200",Condo,1990,Forced air,Central,1 space,$496/month,$442,Great solar potentialSun Number™: 92.7,"$1,993","$1,114/mo",$0/mo,$278/mo,$104/mo,$496/mo,Not included
"2101 Brickell Ave APT 1205, Miami, FL 33129",https://www.zillow.com/homedetails/2101-Brickell-Ave-APT-1205-Miami-FL-33129/64664767_zpid/,"$320,000",Condo for sale,791 sqft,"$304,399",Condo,2004,Forced air,Central,No Data,$500/month,$405,Great solar potentialSun Number™: 89.5,"$2,107","$1,197/mo",$0/mo,$299/mo,$112/mo,$500/mo,Not included
"495 Brickell Ave APT 4506, Miami, FL 33131",https://www.zillow.com/homedetails/495-Brickell-Ave-APT-4506-Miami-FL-33131/92439218_zpid/,"$450,000",Condo for sale,732 sqft,"$423,492",Condo,2009,No Data,Central,1 space,$600/month,$615,Great solar potentialSun Number™: 87.9,"$2,860","$1,683/mo",$0/mo,$420/mo,$158/mo,$600/mo,Not included
"737 NW 22nd Ct, Miami, FL 33125",https://www.zillow.com/homedetails/737-NW-22nd-Ct-Miami-FL-33125/43824389_zpid/,"$649,000",Apartment for sale,"2,904 sqft","$606,238",Multi Family,1973,Forced air,Central,No Data,$223,,Great solar potentialSun Number™: 94.23,"$3,369","$2,537/mo",$0/mo,$606/mo,$227/mo,$0/mo,Not included
"1111 SW 1st Ave APT 1923, Miami, FL 33130",https://www.zillow.com/homedetails/1111-SW-1st-Ave-APT-1923-Miami-FL-33130/2125681174_zpid/,"$425,000",Condo for sale,"1,113 sqft","$400,765",Condo,2008,Forced air,Central,1 space,$673/month,$382,,"$2,808","$1,589/mo",$0/mo,$397/mo,$149/mo,$673/mo,Not included
"1501 NW 42nd St, Miami, FL 33142",https://www.zillow.com/homedetails/1501-NW-42nd-St-Miami-FL-33142/43812968_zpid/,"$279,000",House for sale,"1,458 sqft","$275,134",Single Family,1940,Electric,No Data,2 spaces,"4,999 sqft",$191,Great solar potentialSun Number™: 94.1,"$1,401","$1,043/mo",$0/mo,$260/mo,$98/mo,$0/mo,Not included
"1240 SW 74th Ave, Miami, FL 33144",https://www.zillow.com/homedetails/1240-SW-74th-Ave-Miami-FL-33144/44185884_zpid/,"$475,000",House for sale,"2,136 sqft","$451,200",Single Family,1954,Forced air,Central,1 space,0.25 acres,$222,Great solar potentialSun Number™: 88.54,"$2,386","$1,776/mo",$0/mo,$443/mo,$166/mo,$0/mo,Not included
"1010 Brickell Ave UNIT 3904, Miami, FL",https://www.zillow.com/homedetails/1010-Brickell-Ave-UNIT-3904-Miami-FL-33131/123868995_zpid/,"$800,000",New construction,"1,325 sqft","$749,530",Condo,2017,Forced air,Central,1 space,$880/month,$604,Great solar potentialSun Number™: 94.3,"$5,033","$3,127/mo",$0/mo,$747/mo,$280/mo,$880/mo,Not included
"1451 Brickell Ave UNIT 2005, Miami, FL 33131",https://www.zillow.com/homedetails/1451-Brickell-Ave-UNIT-2005-Miami-FL-33131/247679135_zpid/,"$935,000",Condo for sale,"1,137 sqft","$876,700",Condo,2017,No Data,Other,Off street,"$1,827/month",$822,Great solar potentialSun Number™: 94.3,"$6,681","$3,654/mo",$0/mo,$873/mo,$327/mo,"$1,827/mo",Not included
"3400 SW 27th Ave APT 2004, Miami, FL 33133",https://www.zillow.com/homedetails/3400-SW-27th-Ave-APT-2004-Miami-FL-33133/60793127_zpid/,"$1,475,000",Condo for sale,"2,114 sqft","$1,365,699",Condo,2001,No Data,Other,Off street,"$3,219/month",$698,Great solar potentialSun Number™: 92.62,"$10,877","$5,765/mo",$0/mo,"$1,377/mo",$516/mo,"$3,219/mo",Not included
"45 SW 9th St APT 3302, Miami, FL 33130",https://www.zillow.com/homedetails/45-SW-9th-St-APT-3302-Miami-FL-33130/247653074_zpid/,"$385,000",Condo for sale,792 sqft,"$366,221",Condo,2017,Forced air,Central,No Data,No Data,$486,Great solar potentialSun Number™: 91.9,"$1,934","$1,440/mo",$0/mo,$359/mo,$135/mo,$0/mo,Not included
"1300 S Miami Ave # 2501, Miami, FL 33130",https://www.zillow.com/homedetails/1300-S-Miami-Ave-2501-Miami-FL-33130/155827733_zpid/,"$1,099,000",Condo for sale,"1,279 sqft","$1,042,834",Condo,2016,Forced air,Other,Detached Garage,"$1,529/month",$859,Great solar potentialSun Number™: 94.3,"$7,235","$4,295/mo",$0/mo,"$1,026/mo",$385/mo,"$1,529/mo",Not included
"4080 Ensenada Ave, Miami, FL 33133",https://www.zillow.com/homedetails/4080-Ensenada-Ave-Miami-FL-33133/117594965_zpid/,"$2,295,000",House for sale,"4,097 sqft","$2,141,573",Single Family,2015,Forced air,Central,1 space,"6,612 sqft",$560,Great solar potentialSun Number™: 72.62,"$12,607","$8,970/mo",$0/mo,"$2,142/mo",$803/mo,$692/mo,Not included
"495 Brickell Ave APT 2703, Miami, FL 33131",https://www.zillow.com/homedetails/495-Brickell-Ave-APT-2703-Miami-FL-33131/92440364_zpid/,"$750,000",Condo for sale,"1,518 sqft","$699,035",Condo,2009,Forced air,Central,No Data,"$1,195/month",$494,Great solar potentialSun Number™: 87.9,"$5,089","$2,931/mo",$0/mo,$700/mo,$263/mo,"$1,195/mo",Not included
"3070 Calusa St, Miami, FL 33133",https://www.zillow.com/homedetails/3070-Calusa-St-Miami-FL-33133/43856549_zpid/,"$799,000",House for sale,"1,772 sqft","$767,743",Single Family,1945,Forced air,Central,1 space,"6,059 sqft",$451,Great solar potentialSun Number™: 94.23,"$4,148","$3,123/mo",$0/mo,$746/mo,$280/mo,$0/mo,Not included
"415 SW 30th Rd, Miami, FL 33129",https://www.zillow.com/homedetails/415-SW-30th-Rd-Miami-FL-33129/43865246_zpid/,"$659,000",House for sale,"1,921 sqft","$629,711",Single Family,1949,Forced air,Central,No Data,"7,000 sqft",$343,Great solar potentialSun Number™: 81.43,"$4,113","$2,576/mo",$0/mo,$615/mo,$231/mo,$692/mo,Not included
"1200 Brickell Bay Dr APT 3306, Miami, FL 33131",https://www.zillow.com/homedetails/1200-Brickell-Bay-Dr-APT-3306-Miami-FL-33131/67089785_zpid/,"$290,000",Condo for sale,825 sqft,"$276,175",Condo,2005,Forced air,Central,1 space,$584/month,$352,Great solar potentialSun Number™: 94.3,"$2,040","$1,084/mo",$0/mo,$271/mo,$102/mo,$584/mo,Not included
"1000 Venetian Way APT 2004, Miami Beach, FL 33139",https://www.zillow.com/homedetails/1000-Venetian-Way-APT-2004-Miami-Beach-FL-33139/43832033_zpid/,"$2,187,000",Condo for sale,"3,200 sqft","$2,014,496",Condo,1983,Forced air,Central,Attached Garage,"$2,022/month",$683,Great solar potentialSun Number™: 94.3,"$13,376","$8,548/mo",$0/mo,"$2,041/mo",$765/mo,"$2,022/mo",Not included
"335 S Biscayne Blvd APT 3103, Miami, FL 33131",https://www.zillow.com/homedetails/335-S-Biscayne-Blvd-APT-3103-Miami-FL-33131/70776512_zpid/,"$375,000",Condo for sale,868 sqft,"$355,532",Condo,2005,Forced air,Central,1 space,$526/month,$432,Great solar potentialSun Number™: 89.5,"$2,409","$1,402/mo",$0/mo,$350/mo,$131/mo,$526/mo,Not included
"1060 Brickell Ave APT 2215, Miami, FL 33131",https://www.zillow.com/homedetails/1060-Brickell-Ave-APT-2215-Miami-FL-33131/92446961_zpid/,"$335,000",Condo for sale,945 sqft,"$318,623",Condo,2008,Forced air,Central,1 space,$604/month,$354,Great solar potentialSun Number™: 92.7,"$2,286","$1,253/mo",$0/mo,$313/mo,$117/mo,$604/mo,Not included
"290 SW 71st Ave, Miami, FL 33144",https://www.zillow.com/homedetails/290-SW-71st-Ave-Miami-FL-33144/43837090_zpid/,"$470,000",House for sale,"2,344 sqft","$448,305",Single Family,1947,Forced air,Central,2 spaces,"8,250 sqft",$201,Great solar potentialSun Number™: 88.54,"$2,361","$1,757/mo",$0/mo,$439/mo,$165/mo,$0/mo,Not included
"4719 NW 7th St APT 108-11, Miami, FL 33126",https://www.zillow.com/homedetails/4719-NW-7th-St-APT-108-11-Miami-FL-33126/43819423_zpid/,"$130,000",Condo for sale,562 sqft,"$125,192",Condo,1974,Electric,No Data,"Carport, Detached Garage",$198/month,$231,Great solar potentialSun Number™: 89.43,$860,$495/mo,$0/mo,$121/mo,$46/mo,$198/mo,Not included
"1155 Brickell Bay Dr APT 3201, Miami, FL 33131",https://www.zillow.com/homedetails/1155-Brickell-Bay-Dr-APT-3201-Miami-FL-33131/60793403_zpid/,"$475,000",Condo for sale,"1,200 sqft","$444,611",Condo,2001,Forced air,Central,3 spaces,"$1,049/month",$396,Great solar potentialSun Number™: 94.3,"$3,435","$1,776/mo",$0/mo,$443/mo,$166/mo,"$1,049/mo",Not included
"3651 SW 13th St, Miami, FL 33145",https://www.zillow.com/homedetails/3651-SW-13th-St-Miami-FL-33145/43848338_zpid/,"$350,000",House for sale,760 sqft,"$341,990",Single Family,1939,Forced air,Central,No Data,"5,458 sqft",$461,Great solar potentialSun Number™: 94.23,"$1,758","$1,309/mo",$0/mo,$327/mo,$123/mo,$0/mo,Not included
"4607 NW 5th Ave, Miami, FL 33127",https://www.zillow.com/homedetails/4607-NW-5th-Ave-Miami-FL-33127/43814856_zpid/,"$349,900",House for sale,"1,215 sqft","$337,515",Single Family,1985,Forced air,Central,No Data,"6,268 sqft",$288,Great solar potentialSun Number™: 94.1,"$1,757","$1,308/mo",$0/mo,$327/mo,$122/mo,$0/mo,Not included
"1155 Brickell Bay Dr APT 1606, Miami, FL 33131",https://www.zillow.com/homedetails/1155-Brickell-Bay-Dr-APT-1606-Miami-FL-33131/60793521_zpid/,"$315,000",Condo for sale,750 sqft,"$299,734",Condo,2001,Forced air,Central,No Data,$655/month,$420,Great solar potentialSun Number™: 94.3,"$2,237","$1,178/mo",$0/mo,$294/mo,$110/mo,$655/mo,Not included
"(undisclosed Address), Miami, FL 33132",https://www.zillow.com/homedetails/(undisclosed-Address)-Miami-FL-33132/2112941505_zpid/,"$525,000",Condo for sale,"1,222 sqft","$496,735",Condo,2007,Electric,Central,"Carport, Attached Garage",$580/month,$430,,"$3,217","$1,963/mo",$0/mo,$490/mo,$184/mo,$580/mo,Not included
"55 SW 9th St # LPH4309, Miami, FL 33130",https://www.zillow.com/homedetails/55-SW-9th-St-LPH4309-Miami-FL-33130/2083447222_zpid/,"$850,000",Condo for sale,"1,470 sqft","$803,211",Condo,2017,Forced air,Central,No Data,"$1,100/month",$578,,"$5,513","$3,322/mo",$0/mo,$793/mo,$298/mo,"$1,100/mo",Not included
"(undisclosed Address), Miami, FL 33132",https://www.zillow.com/homedetails/(undisclosed-Address)-Miami-FL-33132/2082340484_zpid/,"$20,950,000",Condo for sale,"10,335 sqft",,Condo,2018,No Data,No Data,No Data,No Data,"$2,027",,"$108,767","$81,881/mo",$0/mo,"$19,553/mo","$7,333/mo",$0/mo,Not included
"133 NE 2nd Ave # LP13, Miami, FL 33132",https://www.zillow.com/homedetails/133-NE-2nd-Ave-LP13-Miami-FL-33132/2082341243_zpid/,"$365,000",Condo for sale,"1,153 sqft",,Condo,2007,Electric,No Data,No Data,No Data,$317,,"$1,833","$1,365/mo",$0/mo,$341/mo,$128/mo,$0/mo,Not included
"900 Biscayne Blvd APT 3701, Miami, FL 33132",https://www.zillow.com/homedetails/900-Biscayne-Blvd-APT-3701-Miami-FL-33132/92449829_zpid/,"$1,200,000",Condo for sale,"1,694 sqft","$1,074,710",Condo,2008,Forced air,Central,1 space,"$1,330/month",$708,Great solar potentialSun Number™: 94.3,"$7,560","$4,690/mo",$0/mo,"$1,120/mo",$420/mo,"$1,330/mo",Not included
"900 Brickell Key Blvd APT 2202, Miami, FL 33131",https://www.zillow.com/homedetails/900-Brickell-Key-Blvd-APT-2202-Miami-FL-33131/92445667_zpid/,"$1,175,000",Condo for sale,"1,572 sqft","$1,081,175",Condo,2008,Forced air,Central,Attached Garage,"$1,804/month",$747,Great solar potentialSun Number™: 90.3,"$7,904","$4,592/mo",$0/mo,"$1,097/mo",$411/mo,"$1,804/mo",Not included
"1100 S Miami Ave APT 4108, Miami, FL 33130",https://www.zillow.com/homedetails/1100-S-Miami-Ave-APT-4108-Miami-FL-33130/121347530_zpid/,"$440,000",Condo for sale,858 sqft,"$418,386",Condo,2015,Forced air,Central,Attached Garage,$519/month,$513,Great solar potentialSun Number™: 91.1,"$2,729","$1,645/mo",$0/mo,$411/mo,$154/mo,$519/mo,Not included
"1215 SW 90th Ave, Miami, FL 33174",https://www.zillow.com/homedetails/1215-SW-90th-Ave-Miami-FL-33174/44181265_zpid/,"$597,900",House for sale,"3,041 sqft","$572,200",Single Family,1972,Forced air,Central,No Data,"8,084 sqft",$197,Candidate for a community solar programSun Number™: 22.14,"$2,951","$2,184/mo",$0/mo,$558/mo,$209/mo,$0/mo,Not included
"31 SE 6th St APT 504, Miami, FL 33131",https://www.zillow.com/homedetails/31-SE-6th-St-APT-504-Miami-FL-33131/123870072_zpid/,"$260,000",Condo for sale,719 sqft,"$247,545",Condo,2014,Forced air,Central,1 space,No Data,$362,Great solar potentialSun Number™: 95.1,"$1,306",$972/mo,$0/mo,$243/mo,$91/mo,$0/mo,Not included
"485 Brickell Ave APT 2709, Miami, FL 33131",https://www.zillow.com/homedetails/485-Brickell-Ave-APT-2709-Miami-FL-33131/92448988_zpid/,"$489,000",Condo for sale,953 sqft,"$466,444",Condo,2009,Forced air,Central,1 space,$980/month,$513,Great solar potentialSun Number™: 94.3,"$3,436","$1,828/mo",$0/mo,$456/mo,$171/mo,$980/mo,Not included
"185 SW 7th St APT 2009, Miami, FL 33130",https://www.zillow.com/homedetails/185-SW-7th-St-APT-2009-Miami-FL-33130/82070206_zpid/,"$380,000",Condo for sale,"1,179 sqft","$357,484",Condo,2007,Forced air,Central,1 space,$837/month,$322,Great solar potentialSun Number™: 94.3,"$2,746","$1,421/mo",$0/mo,$355/mo,$133/mo,$837/mo,Not included
"1759 SW 22nd Ter, Miami, FL 33145",https://www.zillow.com/homedetails/1759-SW-22nd-Ter-Miami-FL-33145/43855591_zpid/,"$559,900",House for sale,"1,584 sqft","$530,159",Single Family,1937,Electric,"Central, Wall",4 spaces,"5,850 sqft",$353,Great solar potentialSun Number™: 94.23,"$2,812","$2,094/mo",$0/mo,$523/mo,$196/mo,$0/mo,Not included
"8871 SW 28th St, Miami, FL",https://www.zillow.com/homedetails/8871-SW-28th-St-Miami-FL-33165/2082348005_zpid/,"$588,000",New construction,"2,079 sqft","$560,881",Townhouse,2019,Forced air,Central,No Data,No Data,$283,,"$2,902","$2,148/mo",$0/mo,$549/mo,$206/mo,$0/mo,Not included
