Address,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"26 Bernice St, San Francisco, CA 94103","$706,002 ",2 bds,1 ba,891 sqft,,Condo,1907,,,,,Great solar potentialSun Numberâ„¢:Â 86.04,"$3,234 ","$2,593/mo",$394/mo,$247/mo,$0/mo
"#514 Plan, ONE Mission Bay","$1,560,000 ",2 bds,2 ba,"1,198 sqft","$1,560,008 ",Condo,2019,Heat pump,Central,1 space,,,"$7,204 ",,,,
"63A Plan, 181 Fremont","$5,630,000 ",3 bds,3.5 ba,"1,882 sqft","$5,448,387 ",Condo,2019,,,,,,"$26,001 ",,,,
"52 Innes Ct. #403 Plan, The San Francisco Shipyard   Monarch","$1,275,000 ",3 bds,2 ba,"1,409 sqft","$1,275,825 ",Condo,2019,,,,,,"$5,888 ",,,,
"10 Innes Ct #204 Plan, The San Francisco Shipyard   Landing","$865,000 ",2 bds,2 ba,"1,020 sqft","$918,156 ",Condo,2019,,,1 space,,Great solar potentialSun Numberâ„¢:Â 92.62,"$3,963 ",,,,
"Penthouse B41A Plan, LUMINA","$11,495,000 ",3 bds,3 ba,"5,699 sqft","$11,262,778 ",Condo,2019,,,1 space,,,"$53,087 ",,,,
"1325 California St LOT 1327, San Francisco, CA 94109","$2,495,000 ",1 bd,3 ba,"2,300 sqft","$2,495,010 ",Multi Family,1900,,,,"$1,085 ",Great solar potentialSun Numberâ„¢:Â 90.84,"$11,523 ","$9,256/mo","$1,393/mo",$873/mo,$0/mo
"333 Bush St APT 4206, San Francisco, CA 94104","$2,399,000 ",2 bds,2 ba,"1,798 sqft","$2,399,003 ",Condo,1987,Forced air,"Central, Other",Attached Garage,"$1,442/month",Good solar potentialSun Numberâ„¢:Â 68.84,"$12,521 ","$8,900/mo","$1,339/mo",$840/mo,"$1,442/mo"
"2220 California St, San Francisco, CA 94115","$3,595,000 ",4 bds,4 ba,"3,350 sqft","$3,473,324 ",Condo,1907,Forced air,Central,Attached Garage,$567/month,Great solar potentialSun Numberâ„¢:Â 94.44,"$17,140 ","$13,308/mo","$2,007/mo","$1,258/mo",$567/mo
"570 580 Bush St, San Francisco, CA 94108","$6,500,000 ",5 bds,5 ba,"5,685 sqft","$6,500,034 ",Multi Family,1992,,Central,Attached Garage,"$1,143 ",,"$29,966 ","$24,061/mo","$3,629/mo","$2,275/mo",$0/mo
"1215 1217 Broadway, San Francisco, CA 94109","$2,300,000 ",3 bds,1 ba,"1,940 sqft","$2,312,568 ",Multi Family,,,,Attached Garage,"$1,186 ",,"$10,603 ","$8,514/mo","$1,284/mo",$805/mo,$0/mo
"1215 Broadway LOT 1217, San Francisco, CA 94109","$2,300,000 ",5 bds,2 ba,"1,940 sqft","$2,320,909 ",Multi Family,,,,,"$1,186 ",Great solar potentialSun Numberâ„¢:Â 91.64,"$10,603 ","$8,514/mo","$1,284/mo",$805/mo,$0/mo
"#1401 Plan, ONE Mission Bay","$3,700,000 ",3 bds,2.5 ba,"1,976 sqft","$3,632,727 ",Condo,2019,Heat pump,Central,1 space,,,"$17,057 ",,,,
"175 Bluxome St UNIT 104, San Francisco, CA 94107","$699,000 ",1 bd,1 ba,946 sqft,"$889,278 ",Condo,1998,,,,$468/month,Great solar potentialSun Numberâ„¢:Â 94.54,"$3,670 ","$2,567/mo",$390/mo,$245/mo,$468/mo
"400 Beale St APT 2004, San Francisco, CA 94105","$832,000 ",1 bd,1 ba,832 sqft,"$954,589 ",Condo,2001,,,,$847/month,Great solar potentialSun Numberâ„¢:Â 92.94,"$4,658 ","$3,056/mo",$465/mo,$291/mo,$847/mo
"555 4th St UNIT 538, San Francisco, CA 94107","$725,000 ",1 bd,1 ba,676 sqft,"$803,139 ",Condo,2006,,,,$648/month,Great solar potentialSun Numberâ„¢:Â 92.94,"$3,969 ","$2,663/mo",$405/mo,$254/mo,$648/mo
"280 Spear Street #2H Plan, MIRA","$1,100,000 ",2 bds,1 ba,947 sqft,"$1,121,235 ",Condo,2019,Forced air,Central,1 space,,,"$5,071 ",,,,
"51 Innes Ct. #312 Plan, The San Francisco Shipyard   Monarch","$1,015,000 ",2 bds,2 ba,"1,080 sqft","$1,037,028 ",Condo,2019,,,1 space,,,"$4,679 ",,,,
"10 Innes Ct #401 Plan, The San Francisco Shipyard   Landing","$1,255,000 ",3 bds,2 ba,"1,256 sqft","$1,318,036 ",Condo,2019,,,1 space,,Great solar potentialSun Numberâ„¢:Â 92.62,"$5,786 ",,,,
"330 Mission Bay Blvd N UNIT 604, San Francisco, CA 94158","$3,350,000 ",2 bds,2 ba,"1,569 sqft","$3,293,602 ",Condo,2008,,,1 space,$969/month,Great solar potentialSun Numberâ„¢:Â 88.94,"$16,413 ","$12,401/mo","$1,870/mo","$1,173/mo",$969/mo
"280 Spear Street #2M Plan, MIRA","$1,050,000 ",2 bds,1 ba,919 sqft,"$1,071,428 ",Condo,2019,Forced air,Central,1 space,,,"$4,841 ",,,,
"58C Plan, 181 Fremont","$3,715,000 ",2 bds,2.5 ba,"1,605 sqft","$3,595,161 ",Condo,2019,,,,,,"$17,126 ",,,,
"99 Rausch St UNIT 522, San Francisco, CA 94103","$1,450,000 ",2 bds,2 ba,"1,076 sqft","$1,473,016 ",Condo,2018,Forced air,Central,,$802/month,,"$7,487 ","$5,368/mo",$810/mo,$508/mo,$802/mo
"1817 California St APT 207, San Francisco, CA 94109","$699,000 ",1 bd,1 ba,537 sqft,"$759,563 ",Condo,1960,,,Attached Garage,$448/month,Great solar potentialSun Numberâ„¢:Â 87.64,"$3,650 ","$2,567/mo",$390/mo,$245/mo,$448/mo
"1700 Waller St, San Francisco, CA 94117","$1,695,000 ",1 bds,#NAME?,"2,012 sqft","$1,808,674 ",Multi Family,1965,Wall,Wall,4 spaces,$842 ,Great solar potentialSun Numberâ„¢:Â 90.84,"$7,814 ","$6,274/mo",$946/mo,$593/mo,$0/mo
"69B Plan, 181 Fremont","$14,000,000 ",2 bds,2.5 ba,"3,199 sqft","$13,619,677 ",Condo,2019,,,,,,"$64,541 ",,,,
"201 Harrison St APT 505, San Francisco, CA 94105","$830,000 ",1 bd,1 ba,535 sqft,"$866,682 ",Condo,1991,Baseboard,None,1 space,$607/month,Great solar potentialSun Numberâ„¢:Â 87.34,"$4,409 ","$3,048/mo",$463/mo,$291/mo,$607/mo
"531 Kirkham St, San Francisco, CA 94122","$899,000 ",3 bds,2 ba,"1,100 sqft","$1,083,172 ",Condo,1909,Forced air,Central,,$75/month,,"$4,193 ","$3,302/mo",$502/mo,$315/mo,$75/mo
"1250 Jones St UNIT 1102, San Francisco, CA 94109","$1,850,000 ",1 bd,1 ba,"1,115 sqft","$1,870,315 ",Condo,1929,Forced air,Central,Attached Garage,$752/month,Great solar potentialSun Numberâ„¢:Â 94.44,"$9,281 ","$6,848/mo","$1,033/mo",$648/mo,$752/mo
"2112 Hyde St APT 2, San Francisco, CA 94109","$1,225,000 ",1 bd,2 ba,888 sqft,"$1,264,945 ",Condo,1964,Baseboard,None,Attached Garage,$810/month,Great solar potentialSun Numberâ„¢:Â 90.12,"$6,457 ","$4,535/mo",$684/mo,$429/mo,$810/mo
"2112 Hyde St APT 1, San Francisco, CA 94109","$1,250,000 ",2 bds,2 ba,888 sqft,"$1,293,103 ",Condo,1964,Baseboard,None,Attached Garage,$67/month,Great solar potentialSun Numberâ„¢:Â 90.12,"$5,830 ","$4,627/mo",$698/mo,$438/mo,$67/mo
"101 Lombard St APT 28, San Francisco, CA 94111","$964,000 ",1 bd,1 ba,864 sqft,"$973,083 ",Condo,1983,Forced air,Central,1 space,$748/month,Great solar potentialSun Numberâ„¢:Â 82.52,"$5,192 ","$3,568/mo",$538/mo,$337/mo,$748/mo
"51 Innes Ct. #204 Plan, The San Francisco Shipyard   Monarch","$899,000 ",2 bds,2 ba,"1,190 sqft","$911,400 ",Condo,2019,,,,,,"$4,118 ",,,,
"466 Vallejo St, San Francisco, CA 94133","$4,100,000 ",4 bds,3.5 ba,"2,766 sqft","$3,974,373 ",Condo,1900,,,,"$1,306/month",,"$20,207 ","$15,177/mo","$2,289/mo","$1,435/mo","$1,306/mo"
"219 23 Clayton St, San Francisco, CA 94117","$2,299,500 ",6 bds,3 ba,"5,115 sqft","$2,322,583 ",Multi Family,1914,Gas,Wall,,$450 ,,"$10,601 ","$8,512/mo","$1,284/mo",$805/mo,$0/mo
"88 Townsend St APT 206, San Francisco, CA 94107","$849,000 ",1 bd,1 ba,644 sqft,"$899,999 ",Condo,2004,,,1 space,$527/month,Great solar potentialSun Numberâ„¢:Â 92.94,"$4,416 ","$3,118/mo",$474/mo,$297/mo,$527/mo
"1605 1617 Washington St, San Francisco, CA 94109","$7,395,000 ",1 bds,#NAME?,"9,401 sqft","$7,206,421 ",Multi Family,1908,,,,$787 ,,"$34,092 ","$27,374/mo","$4,129/mo","$2,588/mo",$0/mo
"333 Beale St APT 8I, San Francisco, CA 94105","$1,399,000 ",1 bd,2 ba,988 sqft,"$1,399,003 ",Condo,2015,Forced air,Central,,"$1,150/month",,"$7,600 ","$5,179/mo",$781/mo,$490/mo,"$1,150/mo"
"640 Oak St, San Francisco, CA 94117","$1,450,000 ",3 bds,1.5 ba,"1,750 sqft","$1,620,285 ",Condo,1910,Forced air,Central,1 space,$350/month,Great solar potentialSun Numberâ„¢:Â 79.64,"$7,035 ","$5,368/mo",$810/mo,$508/mo,$350/mo
"1555 Geary Blvd APT 5, San Francisco, CA 94115","$675,000 ",2 bds,1 ba,850 sqft,"$710,766 ",Condo,1964,,Wall,,$746/month,Great solar potentialSun Numberâ„¢:Â 87.24,"$3,838 ","$2,479/mo",$377/mo,$236/mo,$746/mo
"4066 17th St, San Francisco, CA 94114","$999,000 ",2 bds,1 ba,#NAME?,"$1,147,035 ",Condo,1895,Forced air,Central,On street,$204/month,Great solar potentialSun Numberâ„¢:Â 85.72,"$4,809 ","$3,698/mo",$558/mo,$350/mo,$204/mo
"823 14th St, San Francisco, CA 94114","$995,000 ",2 bds,1.25 ba,"1,281 sqft","$1,176,631 ",Condo,1905,,,None,,Great solar potentialSun Numberâ„¢:Â 89.72,"$4,587 ","$3,683/mo",$556/mo,$348/mo,$0/mo
"250 King St UNIT 412, San Francisco, CA 94107","$989,000 ",1 bd,1 ba,888 sqft,"$1,010,977 ",Condo,2004,Baseboard,,1 space,$815/month,Candidate for a community solar programSun Numberâ„¢:Â 22.54,"$5,374 ","$3,661/mo",$552/mo,$346/mo,$815/mo
"611 Mason St APT 508, San Francisco, CA 94108","$799,000 ",2 bds,2 ba,978 sqft,"$832,750 ",Condo,1986,Radiant,None,,$835/month,,"$4,495 ","$2,935/mo",$446/mo,$280/mo,$835/mo
"470 Clementina St UNIT 304, San Francisco, CA 94103","$699,000 ",1 bd,1 ba,618 sqft,"$743,532 ",Condo,2005,,Wall,,$366/month,Great solar potentialSun Numberâ„¢:Â 90.84,"$3,568 ","$2,567/mo",$390/mo,$245/mo,$366/mo
"280 Funston Ave, San Francisco, CA 94118","$968,000 ",2 bds,1 ba,895 sqft,"$1,106,531 ",Condo,1913,,,None,,Limited solar potentialSun Numberâ„¢:Â 46.76,"$4,463 ","$3,583/mo",$540/mo,$339/mo,$0/mo
"2840 2840 1/2 Harrison, San Francisco, CA 94110","$1,995,000 ",5 bds,4 ba,"2,560 sqft","$2,152,298 ",Multi Family,1900,,,,$779 ,,"$9,197 ","$7,385/mo","$1,114/mo",$698/mo,$0/mo
"15 States St # 17, San Francisco, CA 94114","$2,488,000 ",1 bds,#NAME?,"2,420 sqft","$2,576,751 ",Multi Family,1957,,,,"$1,028 ",Great solar potentialSun Numberâ„¢:Â 82.52,"$11,470 ","$9,210/mo","$1,389/mo",$871/mo,$0/mo
"21 23 Park Hill Ave, San Francisco, CA 94117","$2,295,000 ",5 bds,2 ba,"2,375 sqft","$2,354,005 ",Multi Family,1904,,,,$966 ,Candidate for a community solar programSun Numberâ„¢:Â 38.84,"$10,580 ","$8,496/mo","$1,281/mo",$803/mo,$0/mo
"804 Arguello Blvd, San Francisco, CA 94118","$1,449,000 ",3 bds,2 ba,"1,575 sqft",,Condo,1904,,,Attached Garage,$465/month,,"$7,145 ","$5,364/mo",$809/mo,$507/mo,$465/mo
"800 Arguello Blvd, San Francisco, CA 94118","$3,798,000 ",8 bds,4 ba,"4,230 sqft","$4,060,971 ",Multi Family,1904,,,Attached Garage,$898 ,,"$17,884 ","$14,059/mo","$2,121/mo","$1,329/mo",$375/mo
"601 Van Ness Ave APT 851, San Francisco, CA 94102","$549,000 ",1 bd,1 ba,533 sqft,"$572,190 ",Condo,1982,Electric,,1 space,$774/month,Great solar potentialSun Numberâ„¢:Â 92.84,"$3,308 ","$2,036/mo",$307/mo,$192/mo,$774/mo
"696 5th Ave, San Francisco, CA 94118","$1,995,000 ",1 bds,#NAME?,"3,100 sqft","$2,099,214 ",Multi Family,1914,,,2 spaces,$644 ,,"$9,197 ","$7,385/mo","$1,114/mo",$698/mo,$0/mo
"515 517 23rd Ave, San Francisco, CA 94121","$1,795,000 ",4 bds,2 ba,"2,360 sqft","$1,861,036 ",Multi Family,1916,,,,$761 ,,"$8,275 ","$6,645/mo","$1,002/mo",$628/mo,$0/mo
"2799 Sacramento St, San Francisco, CA 94115","$7,750,000 ",1 bds,#NAME?,"13,800 sqft","$7,526,877 ",Multi Family,1900,Forced air,Central,,$562 ,Great solar potentialSun Numberâ„¢:Â 94.44,"$35,728 ","$28,689/mo","$4,327/mo","$2,713/mo",$0/mo
"651 19th Ave, San Francisco, CA 94121","$1,495,000 ",4 bds,3 ba,"1,885 sqft","$1,673,938 ",Multi Family,1921,Forced air,Central,Attached Garage,$793 ,Great solar potentialSun Numberâ„¢:Â 91.8,"$6,892 ","$5,534/mo",$835/mo,$523/mo,$0/mo
"4544 Fulton St, San Francisco, CA 94121","$1,250,000 ",2 bds,2 ba,"1,525 sqft","$1,445,218 ",Condo,1924,Forced air,Central,1 space,$275/month,Great solar potentialSun Numberâ„¢:Â 84.6,"$6,038 ","$4,627/mo",$698/mo,$438/mo,$275/mo
"3294 Clay St APT 6, San Francisco, CA 94115","$2,195,000 ",3 bds,2 ba,"2,006 sqft","$2,247,124 ",Condo,1911,Baseboard,,1 space,$711/month,Great solar potentialSun Numberâ„¢:Â 95.24,"$10,830 ","$8,125/mo","$1,226/mo",$768/mo,$711/mo
"216 Roanoke St, San Francisco, CA 94131","$799,000 ",1 bd,1 ba,695 sqft,"$890,883 ",Condo,1913,,,None,$100/month,Great solar potentialSun Numberâ„¢:Â 80.48,"$3,760 ","$2,935/mo",$446/mo,$280/mo,$100/mo
"918 Haight St, San Francisco, CA 94117","$2,350,000 ",4 bds,3.5 ba,"3,468 sqft","$2,401,764 ",Condo,1906,Forced air,Central,,$590/month,,"$11,411 ","$8,686/mo","$1,312/mo",$823/mo,$590/mo
"3763 17th St, San Francisco, CA 94114","$1,799,000 ",1 bds,#NAME?,"2,100 sqft","$1,913,466 ",Multi Family,1900,,,,$857 ,,"$8,284 ","$6,650/mo","$1,004/mo",$630/mo,$0/mo
"4124 Judah St, San Francisco, CA 94122","$1,995,000 ",1 bds,#NAME?,"4,156 sqft","$2,134,888 ",Multi Family,1959,,,,$480 ,Great solar potentialSun Numberâ„¢:Â 88.42,"$9,186 ","$7,374/mo","$1,114/mo",$698/mo,$0/mo
"242 Holloway Ave, San Francisco, CA 94112","$999,999 ",1 bds,#NAME?,#NAME?,"$1,187,082 ",Multi Family,1926,,,,,,"$4,605 ","$3,696/mo",$558/mo,$350/mo,$0/mo
"1568 Union St APT 101, San Francisco, CA 94123","$1,249,000 ",2 bds,2 ba,"1,044 sqft","$1,318,040 ",Condo,1994,,,1 space,$674/month,Great solar potentialSun Numberâ„¢:Â 94.44,"$6,425 ","$4,617/mo",$697/mo,$437/mo,$674/mo
"45 Ora Way UNIT A308, San Francisco, CA 94131","$402,232 ",2 bds,1 ba,904 sqft,,Condo,1975,,Wall,Detached Garage,$682/month,Great solar potentialSun Numberâ„¢:Â 87.68,"$2,536 ","$1,489/mo",$225/mo,$141/mo,$682/mo
"45 Ora Way UNIT A308, San Francisco, CA 94131","$402,232 ",2 bds,1 ba,904 sqft,,Condo,1975,,Wall,Detached Garage,$682/month,Great solar potentialSun Numberâ„¢:Â 87.68,"$2,536 ","$1,489/mo",$225/mo,$141/mo,$682/mo
"1200 California St UNIT 5A, San Francisco, CA 94109","$1,295,000 ",1 bd,1 ba,"1,450 sqft","$1,318,417 ",Condo,1962,,,,"$1,483/month",Great solar potentialSun Numberâ„¢:Â 91.64,"$7,446 ","$4,787/mo",$723/mo,$453/mo,"$1,483/mo"
"1840 Washington St APT 702, San Francisco, CA 94109","$1,649,000 ",2 bds,2 ba,985 sqft,"$1,662,779 ",Condo,2012,,,,$565/month,Great solar potentialSun Numberâ„¢:Â 90.04,"$8,158 ","$6,095/mo",$921/mo,$577/mo,$565/mo
"3417 16th St, San Francisco, CA 94114","$2,800,000 ",3 bds,2 ba,#NAME?,"$2,885,117 ",Multi Family,1904,,,,,,"$12,893 ","$10,350/mo","$1,563/mo",$980/mo,$0/mo
"1524 Irving St # 1528, San Francisco, CA 94122","$1,700,000 ",3 bds,2 ba,"2,900 sqft","$1,809,018 ",Multi Family,1922,,,,$586 ,,"$7,828 ","$6,284/mo",$949/mo,$595/mo,$0/mo
"1230 Clay St APT 302, San Francisco, CA 94108","$1,000,000 ",1 bd,1 ba,"1,100 sqft","$1,041,678 ",Condo,1950,,,,,Great solar potentialSun Numberâ„¢:Â 92.84,"$4,605 ","$3,696/mo",$558/mo,$350/mo,$0/mo
"530 Chestnut St APT 212, San Francisco, CA 94133","$1,150,000 ",2 bds,2 ba,#NAME?,"$1,231,157 ",Condo,2001,,,,,,"$5,295 ","$4,251/mo",$642/mo,$403/mo,$0/mo
"439 Greenwich St APT 3B, San Francisco, CA 94133","$750,000 ",1 bd,1 ba,514 sqft,"$805,061 ",Condo,1979,Electric,None,1 space,$474/month,,"$3,900 ","$2,745/mo",$419/mo,$263/mo,$474/mo
"388 Faxon Ave # 8, San Francisco, CA 94112","$959,888 ",2 bds,2 ba,"1,263 sqft","$1,034,099 ",Condo,1985,Wall,Other,Attached Garage,$320/month,Great solar potentialSun Numberâ„¢:Â 92.52,"$4,740 ","$3,548/mo",$536/mo,$336/mo,$320/mo
"52 Innes Ct. #201 Plan, The San Francisco Shipyard   Monarch","$975,000 ",2 bds,2 ba,"1,080 sqft","$1,029,166 ",Condo,2019,,,1 space,,,"$4,490 ",,,,
"1109 Greenwich St, San Francisco, CA 94109","$1,649,000 ",2 bds,1.5 ba,"1,945 sqft","$1,672,720 ",Condo,1911,,,Detached Garage,$886/month,Great solar potentialSun Numberâ„¢:Â 87.72,"$8,479 ","$6,095/mo",$921/mo,$577/mo,$886/mo
"815 Meade Ave, San Francisco, CA 94124","$850,000 ",2 bds,2 ba,"1,331 sqft","$908,880 ",Condo,1998,,,,,Candidate for a community solar programSun Numberâ„¢:Â 20.62,"$3,883 ","$3,111/mo",$475/mo,$298/mo,$0/mo
"999 Green St APT 1104, San Francisco, CA 94133","$2,450,000 ",2 bds,2 ba,"1,681 sqft","$2,450,009 ",Condo,1964,Forced air,Central,2 spaces,"$1,998/month",Great solar potentialSun Numberâ„¢:Â 93.64,"$13,279 ","$9,056/mo","$1,368/mo",$858/mo,"$1,998/mo"
"588 41st Ave, San Francisco, CA 94121","$929,000 ",2 bds,2 ba,"1,385 sqft","$1,124,845 ",Condo,1941,Forced air,Central,,,,"$4,278 ","$3,434/mo",$519/mo,$325/mo,$0/mo
"301 Bryant St APT D31, San Francisco, CA 94107","$829,000 ",1 bd,1 ba,914 sqft,"$863,157 ",Condo,1998,Wall,,1 space,$711/month,Great solar potentialSun Numberâ„¢:Â 94.54,"$4,498 ","$3,034/mo",$463/mo,$290/mo,$711/mo
"729 Grove St, San Francisco, CA 94102","$1,495,000 ",2 bds,#NAME?,"1,680 sqft","$1,613,278 ",Multi Family,1900,Forced air,Central,,$890 ,Good solar potentialSun Numberâ„¢:Â 68.84,"$6,884 ","$5,526/mo",$835/mo,$523/mo,$0/mo
"99 Rausch St UNIT 213, San Francisco, CA 94103","$1,246,050 ",2 bds,2 ba,"1,087 sqft","$1,295,892 ",Condo,,Forced air,Central,,$806/month,,"$6,544 ","$4,606/mo",$696/mo,$436/mo,$806/mo
"401 Harrison St APT 46A, San Francisco, CA 94105","$3,250,000 ",2 bds,2 ba,"1,648 sqft","$3,167,303 ",Condo,2014,,,,"$1,379/month",Great solar potentialSun Numberâ„¢:Â 93.74,"$16,344 ","$12,013/mo","$1,815/mo","$1,138/mo","$1,379/mo"
"1323 1325 35th Ave, San Francisco, CA 94122","$1,298,000 ",4 bds,3 ba,"2,000 sqft","$1,464,396 ",Multi Family,1945,Forced air,Central,Attached Garage,$649 ,,"$5,977 ","$4,798/mo",$725/mo,$454/mo,$0/mo
"#1302 Plan, ONE Mission Bay","$3,700,000 ",3 bds,2.5 ba,"1,827 sqft","$3,634,513 ",Condo,2019,Heat pump,Central,1 space,,,"$17,037 ",,,,
"325 China Basin St UNIT 307, San Francisco, CA 94158","$899,000 ",1 bd,1 ba,775 sqft,"$940,306 ",Condo,2008,Other,,1 space,$890/month,Great solar potentialSun Numberâ„¢:Â 88.94,"$4,997 ","$3,290/mo",$502/mo,$315/mo,$890/mo
"685 48th Ave, San Francisco, CA 94121","$1,795,000 ",1 bds,#NAME?,"4,002 sqft","$1,909,740 ",Multi Family,1960,,Wall,,$449 ,Great solar potentialSun Numberâ„¢:Â 91.7,"$8,265 ","$6,635/mo","$1,002/mo",$628/mo,$0/mo
"1318 Larkin St, San Francisco, CA 94109","$1,198,000 ",3 bds,1.5 ba,"1,820 sqft","$1,268,768 ",Condo,1908,Forced air,Central,,$350/month,,"$5,866 ","$4,428/mo",$669/mo,$419/mo,$350/mo
"201 Harrison St APT 1027, San Francisco, CA 94105","$1,090,000 ",2 bds,2 ba,"1,030 sqft","$1,096,824 ",Condo,1991,,None,1 space,$757/month,Great solar potentialSun Numberâ„¢:Â 87.34,"$5,776 ","$4,029/mo",$609/mo,$382/mo,$757/mo
"501 Crescent Way APT 5407, San Francisco, CA 94134","$749,950 ",2 bds,2 ba,"1,095 sqft","$773,711 ",Condo,2006,,Wall,,$495/month,Great solar potentialSun Numberâ„¢:Â 87.02,"$3,921 ","$2,745/mo",$419/mo,$262/mo,$495/mo
"3190 Scott St APT 307, San Francisco, CA 94123","$1,195,000 ",2 bds,2 ba,"1,100 sqft","$1,373,054 ",Condo,2010,Radiant,,1 space,$601/month,Great solar potentialSun Numberâ„¢:Â 94.44,"$6,104 ","$4,417/mo",$667/mo,$418/mo,$601/mo
"2386 Union St, San Francisco, CA 94123","$1,200,000 ",1 bd,1.5 ba,850 sqft,"$1,380,821 ",Condo,1906,,,,,Great solar potentialSun Numberâ„¢:Â 93.64,"$5,526 ","$4,436/mo",$670/mo,$420/mo,$0/mo
"1477 1479 Guerrero St, San Francisco, CA 94110","$2,300,000 ",1 bds,#NAME?,"2,920 sqft","$2,417,481 ",Multi Family,1900,,,,$788 ,,"$10,591 ","$8,502/mo","$1,284/mo",$805/mo,$0/mo
"432 Cortland Ave, San Francisco, CA 94110","$2,500,000 ",1 bds,#NAME?,"6,394 sqft","$2,758,205 ",Multi Family,1900,,,,$391 ,Great solar potentialSun Numberâ„¢:Â 92.64,"$11,512 ","$9,241/mo","$1,396/mo",$875/mo,$0/mo
"1 Hawthorne St UNIT 14G, San Francisco, CA 94105","$1,298,000 ",1 bd,1 ba,950 sqft,"$1,326,844 ",Condo,2010,,,,$864/month,Great solar potentialSun Numberâ„¢:Â 94.54,"$6,841 ","$4,798/mo",$725/mo,$454/mo,$864/mo
"2999 California St APT 42, San Francisco, CA 94115","$949,000 ",1 bd,1 ba,989 sqft,,Condo,1929,,,,$594/month,,"$4,964 ","$3,508/mo",$530/mo,$332/mo,$594/mo
"2815 Polk St # 1, San Francisco, CA 94109","$1,595,000 ",1 bd,1 ba,"1,002 sqft","$1,617,790 ",Condo,2019,Forced air,Central,Attached Garage,$650/month,,"$7,994 ","$5,896/mo",$891/mo,$558/mo,$650/mo
"2815 Polk St # 2, San Francisco, CA 94109","$2,695,000 ",2 bds,3 ba,"1,421 sqft","$2,696,419 ",Condo,2019,Forced air,Central,Attached Garage,$650/month,,"$13,059 ","$9,962/mo","$1,505/mo",$943/mo,$650/mo
"540 42 Belvedere St, San Francisco, CA 94117","$2,695,000 ",4 bds,2 ba,"2,600 sqft","$2,777,530 ",Multi Family,1914,Forced air,Central,,"$1,037 ",,"$12,409 ","$9,962/mo","$1,505/mo",$943/mo,$0/mo
"88 King St UNIT 1407, San Francisco, CA 94107","$5,350,000 ",3 bds,3.5 ba,"3,596 sqft","$5,197,972 ",Condo,2000,Forced air,Central,,"$3,287/month",Great solar potentialSun Numberâ„¢:Â 88.14,"$27,922 ","$19,775/mo","$2,987/mo","$1,873/mo","$3,287/mo"
"1433 Bush St # 401, San Francisco, CA","$1,240,000 ",3 bds,2 ba,"1,087 sqft","$1,277,575 ",Condo,2019,Forced air,Central,1 space,$615/month,,"$6,325 ",,,,
"588 Minna St # 201, San Francisco, CA 94103","$1,171,000 ",2 bds,2 ba,976 sqft,"$1,214,530 ",Condo,,,,None,$641/month,,"$6,033 ","$4,328/mo",$654/mo,$410/mo,$641/mo
"588 Minna St # 203, San Francisco, CA 94103","$825,000 ",1 bd,1 ba,644 sqft,"$862,464 ",Condo,,,,None,$525/month,,"$4,294 ","$3,019/mo",$461/mo,$289/mo,$525/mo
"28 Loyola Ter, San Francisco, CA 94117","$1,499,000 ",2 bds,1.5 ba,"1,368 sqft","$1,683,226 ",Condo,1922,,,2 spaces,,Great solar potentialSun Numberâ„¢:Â 92.44,"$6,902 ","$5,541/mo",$837/mo,$525/mo,$0/mo
"370 370 Monterey Blvd # 105, San Francisco, CA 94131","$468,000 ",1 bd,1 ba,610 sqft,"$507,449 ",Condo,1978,,,,$350/month,Great solar potentialSun Numberâ„¢:Â 81.28,"$2,507 ","$1,732/mo",$261/mo,$164/mo,$350/mo
"425 1st St UNIT 4706, San Francisco, CA 94105","$1,998,000 ",2 bds,2 ba,"1,238 sqft","$1,971,360 ",Condo,2008,Forced air,Central,,"$1,092/month",Candidate for a community solar programSun Numberâ„¢:Â 22.54,"$10,292 ","$7,385/mo","$1,116/mo",$699/mo,"$1,092/mo"
"1132 Pine St, San Francisco, CA 94109","$1,695,000 ",2 bds,3 ba,"2,095 sqft","$1,709,164 ",Condo,1911,,,,$488/month,Great solar potentialSun Numberâ„¢:Â 83.64,"$8,293 ","$6,265/mo",$946/mo,$593/mo,$488/mo
"2209 Bryant St, San Francisco, CA 94110","$1,495,000 ",3 bds,2.5 ba,"1,410 sqft","$1,657,109 ",Condo,1907,Wall,None,1 space,$325/month,Great solar potentialSun Numberâ„¢:Â 92.64,"$7,209 ","$5,526/mo",$835/mo,$523/mo,$325/mo
"3936 26th St, San Francisco, CA 94131","$1,649,000 ",3 bds,2 ba,"4,650 sqft","$1,788,116 ",Condo,1908,Forced air,Central,Attached Garage,$410/month,,"$8,003 ","$6,095/mo",$921/mo,$577/mo,$410/mo
"1115 Kansas St, San Francisco, CA 94107","$1,495,000 ",3 bds,3 ba,"1,878 sqft","$1,594,662 ",Condo,2006,Forced air,Central,,$200/month,Great solar potentialSun Numberâ„¢:Â 90.44,"$7,084 ","$5,526/mo",$835/mo,$523/mo,$200/mo
