Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"149 Gallivan Blvd, Boston, MA 02124","$449,900 ",3 bds,2 ba,"1,855 sqft","$561,599 ",Single Family,1955,"Heat pump, Other, Stove","Wall, Refrigeration",1 space,"5,662 sqft",Great solar potentialSun Number™: 91.4,"$501,137 ","$1,665/mo",$315/mo,$157/mo,"$499,000/mo"
"241 Bunker Hill St, Boston, MA 02129","$1,100,000 ",5 bds,3 ba,"2,494 sqft","$1,295,825 ",Single Family,1890,Baseboard,Wall,No Data,"1,306 sqft",Great solar potentialSun Number™: 92.4,"$5,445 ","$4,290/mo",$770/mo,$385/mo,$0/mo
"1 Fairfield St, Boston, MA 02116","$5,950,000 ",5 bds,4 ba,"4,856 sqft","$5,633,657 ",Single Family,1870,Baseboard,Central,Off street,"2,178 sqft",Great solar potentialSun Number™: 87.18,"$29,453 ","$23,205/mo","$4,165/mo","$2,083/mo",$0/mo
"88 Glen Rd, Boston, MA 02130","$885,000 ",3 bds,4 ba,"2,518 sqft","$898,210 ",Single Family,2004,Forced air,Central,2 spaces,"2,178 sqft",Great solar potentialSun Number™: 89.58,"$4,649 ","$3,452/mo",$620/mo,$310/mo,$268/mo
"43 S Russell St, Boston, MA 02114","$3,250,000 ",4 bds,3 ba,"3,230 sqft","$3,063,509 ",Single Family,1797,Other,No Data,No Data,"1,306 sqft",Great solar potentialSun Number™: 86.61,"$16,088 ","$12,675/mo","$2,275/mo","$1,138/mo",$0/mo
"17 Eagle St, Boston, MA 02132","$799,900 ",4 bds,2 ba,"2,248 sqft","$782,787 ",Single Family,1984,Baseboard,No Data,2 spaces,"6,098 sqft",Candidate for a community solar programSun Number™: 22.94,"$3,796 ","$2,956/mo",$560/mo,$280/mo,$0/mo
"85 Blue Hill Ave, Boston, MA 02119","$689,000 ",4 bds,4 ba,"2,378 sqft","$682,994 ",Single Family,1890,"Baseboard, Forced air",None,Off street,"3,049 sqft",Great solar potentialSun Number™: 87.22,"$3,270 ","$2,546/mo",$482/mo,$241/mo,$0/mo
"11 Samoset St, Boston, MA 02124","$749,000 ",4 bds,3 ba,"2,817 sqft","$743,104 ",Single Family,1896,Baseboard,No Data,No Data,"4,356 sqft",Candidate for a community solar programSun Number™: 21.8,"$3,554 ","$2,768/mo",$524/mo,$262/mo,$0/mo
"107 Bennington St, East Boston, MA 02128","$475,000 ",2 bds,2 ba,"1,056 sqft","$465,233 ",Townhouse,1900,Radiant,None,No Data,956 sqft,Great solar potentialSun Number™: 93.8,"$2,256 ","$1,758/mo",$333/mo,$166/mo,$0/mo
"441 Frankfort St, Boston, MA 02128","$525,000 ",3 bds,1 ba,"1,311 sqft","$513,157 ",Single Family,1900,Baseboard,None,1 space,"1,306 sqft",Great solar potentialSun Number™: 93.8,"$2,494 ","$1,943/mo",$368/mo,$184/mo,$0/mo
"63 Edgemere Rd, Boston, MA","$1,525,000 ",4 bds,3 ba,"3,200 sqft","$1,477,480 ",Single Family,2019,Forced air,Central,Attached Garage,"7,840 sqft",Candidate for a community solar programSun Number™: 22.94,"$7,549 ","$5,948/mo","$1,068/mo",$534/mo,$0/mo
"147 W Canton St, Boston, MA 02118","$5,250,000 ",3 bds,4 ba,"3,632 sqft","$5,008,778 ",Single Family,1890,"Baseboard, Forced air",Central,No Data,"1,306 sqft",Candidate for a community solar programSun Number™: 22.38,"$25,988 ","$20,475/mo","$3,675/mo","$1,838/mo",$0/mo
"61 Slocum Rd, Boston, MA 02130","$825,000 ",4 bds,3 ba,"1,666 sqft","$837,666 ",Single Family,1962,Baseboard,No Data,2 spaces,"6,969 sqft",Great solar potentialSun Number™: 94.38,"$3,915 ","$3,049/mo",$578/mo,$289/mo,$0/mo
"59 Mount Vernon St, Boston, MA 02108","$7,975,000 ",6 bds,5 ba,"6,860 sqft","$7,510,236 ",Single Family,1837,Forced air,Central,No Data,"3,484 sqft",,"$39,476 ","$31,103/mo","$5,583/mo","$2,791/mo",$0/mo
"1162 Morton St, Boston, MA 02126","$415,000 ",4 bds,2 ba,"1,572 sqft",,Single Family,1925,Baseboard,No Data,1 space,"4,356 sqft",Great solar potentialSun Number™: 93.42,"$1,971 ","$1,536/mo",$291/mo,$145/mo,$0/mo
"148 Bunker Hill St, Boston, MA 02129","$995,000 ",4 bds,2 ba,"1,580 sqft","$980,925 ",Single Family,1890,Forced air,Central,No Data,"1,306 sqft",Great solar potentialSun Number™: 93.2,"$4,925 ","$3,881/mo",$697/mo,$348/mo,$0/mo
"21 Sagamore St # 23, Boston, MA 02125","$1,049,000 ",5 bds,2 ba,"2,200 sqft","$1,016,972 ",Single Family,1905,Forced air,Central,No Data,"6,098 sqft",,"$5,193 ","$4,091/mo",$734/mo,$367/mo,$0/mo
"1588 Centre St, Boston, MA 02131","Est. $511,026",5 bds,3 ba,"2,026 sqft","$690,576 ",Single Family,1890,"Baseboard, Radiant",No Data,3 spaces,"4,356 sqft",Great solar potentialSun Number™: 93.78,"$2,425 ","$1,888/mo",$358/mo,$179/mo,$0/mo
"140 Moss Hill Rd, Boston, MA 02130","$2,359,000 ",6 bds,6 ba,"6,137 sqft","$2,361,582 ",Single Family,1940,Forced air,Central,2 spaces,0.98 acres,Great solar potentialSun Number™: 70.38,"$11,677 ","$9,200/mo","$1,651/mo",$826/mo,$0/mo
"102 Lawrence Ave, Boston, MA 02121","$447,024 ",5 bds,2 ba,"3,376 sqft",,Single Family,1899,Other,No Data,No Data,"5,662 sqft",Great solar potentialSun Number™: 94.38,"$2,124 ","$1,654/mo",$313/mo,$156/mo,$0/mo
"97 Forbes St, Boston, MA 02130","$820,000 ",2 bds,2 ba,"1,293 sqft","$746,933 ",Single Family,1910,Forced air,Central,No Data,"1,306 sqft",,"$3,891 ","$3,030/mo",$574/mo,$287/mo,$0/mo
"12 Mount Vernon St, Boston, MA 02135","Est. $535,441",3 bds,2 ba,"1,085 sqft","$723,570 ",Single Family,1958,Forced air,No Data,2 spaces,"5,130 sqft",,"$2,541 ","$1,979/mo",$375/mo,$187/mo,$0/mo
"4 Rutland Sq, Boston, MA 02118","$4,275,000 ",5 bds,6 ba,"4,500 sqft","$4,092,415 ",Single Family,1860,Forced air,Central,Off street,"1,742 sqft",Great solar potentialSun Number™: 92.78,"$21,161 ","$16,673/mo","$2,993/mo","$1,496/mo",$0/mo
"284 Bowen St, South Boston, MA 02127","$899,500 ",4 bds,4 ba,"2,400 sqft","$875,167 ",Single Family,1970,Forced air,Central,No Data,2.3 acres,Great solar potentialSun Number™: 92.46,"$4,453 ","$3,508/mo",$630/mo,$315/mo,$0/mo
"1520 Columbia Road 1, South Boston, MA 02127","$1,250,000 ",3 bds,4 ba,"1,867 sqft","$1,214,912 ",Townhouse,2001,Forced air,Central,On street,"1,867 sqft",,"$6,363 ","$4,875/mo",$875/mo,$438/mo,$175/mo
"34 Yarmouth St, Boston, MA 02116","$3,995,000 ",6 bds,5 ba,"4,244 sqft","$3,820,505 ",Single Family,1899,"Baseboard, Forced air",Central,On street,"2,178 sqft",Great solar potentialSun Number™: 87.18,"$19,775 ","$15,581/mo","$2,797/mo","$1,398/mo",$0/mo
"10 Rutland Sq, Boston, MA 02118","$5,595,000 ",4 bds,6 ba,"4,200 sqft","$5,335,424 ",Single Family,1860,Forced air,Central,2 spaces,"1,742 sqft",Great solar potentialSun Number™: 88.78,"$27,695 ","$21,821/mo","$3,917/mo","$1,958/mo",$0/mo
"240 Fairmount Ave, Boston, MA 02136","$499,000 ",3 bds,2 ba,"1,756 sqft","$520,628 ",Single Family,1935,Other,No Data,1 space,"7,276 sqft",Candidate for a community solar programSun Number™: 23.02,"$2,459 ","$1,935/mo",$349/mo,$175/mo,$0/mo
"352 Marlborough St, Boston, MA","$8,950,000 ",4 bds,7 ba,"4,845 sqft","$8,446,216 ",Single Family,2019,Forced air,Central,On street,"2,613 sqft",Great solar potentialSun Number™: 86.38,"$44,303 ","$34,905/mo","$6,265/mo","$3,133/mo",$0/mo
"543 Beech St, Boston, MA 02131","$698,900 ",5 bds,3 ba,"2,483 sqft","$686,173 ",Single Family,1875,Baseboard,No Data,2 spaces,"7,405 sqft",Great solar potentialSun Number™: 86.58,"$3,313 ","$2,580/mo",$489/mo,$245/mo,$0/mo
"892 Metropolitan Ave, Boston, MA","$988,000 ",4 bds,3 ba,"2,939 sqft","$988,002 ",Single Family,2019,Forced air,Central,3 spaces,0.33 acres,Good solar potentialSun Number™: 63.82,"$4,893 ","$3,856/mo",$692/mo,$346/mo,$0/mo
"748 Cummins Hwy, Boston, MA 02126","$389,999 ",2 bds,1 ba,888 sqft,"$406,695 ",Single Family,1940,Other,Central,1 space,"3,920 sqft",Candidate for a community solar programSun Number™: 23.02,"$1,855 ","$1,446/mo",$273/mo,$136/mo,$0/mo
"1201 Saratoga St, East Boston, MA 02128","$639,900 ",3 bds,3 ba,"2,169 sqft","$619,340 ",Single Family,1920,Forced air,No Data,1 space,"3,049 sqft",Great solar potentialSun Number™: 93.76,"$3,034 ","$2,362/mo",$448/mo,$224/mo,$0/mo
"113 Elm St # 113, Boston, MA 02129","$949,900 ",4 bds,2 ba,"2,195 sqft","$935,760 ",Townhouse,1885,Radiant,No Data,1 space,No Data,,"$4,704 ","$3,707/mo",$665/mo,$332/mo,$0/mo
"1095 Morton St, Boston, MA 02126","$650,000 ",4 bds,2 ba,"2,128 sqft","$640,805 ",Single Family,1935,Baseboard,None,Detached Garage,"6,534 sqft",Good solar potentialSun Number™: 60.62,"$3,082 ","$2,399/mo",$455/mo,$228/mo,$0/mo
"30 Jenkins St, South Boston, MA 02127","$825,000 ",3 bds,2 ba,"1,642 sqft","$819,256 ",Single Family,1905,Baseboard,No Data,On street,"1,742 sqft",Great solar potentialSun Number™: 86.06,"$3,911 ","$3,045/mo",$578/mo,$289/mo,$0/mo
"160 Mount Vernon St, Boston, MA 02108","$6,250,000 ",5 bds,6 ba,"3,850 sqft","$5,887,287 ",Single Family,1871,Other,No Data,1 space,"1,306 sqft",,"$30,952 ","$24,390/mo","$4,375/mo","$2,188/mo",$0/mo
"39 Brookview St, Boston, MA 02124","Est. $278,498",5 bds,1.5 ba,"1,740 sqft","$376,349 ",Single Family,1917,Other,No Data,1 space,"3,920 sqft",Great solar potentialSun Number™: 73.8,"$1,325 ","$1,032/mo",$195/mo,$97/mo,$0/mo
"30 Saint Stephen St, Boston, MA 02115","$2,395,000 ",4 bds,3 ba,"2,473 sqft","$2,348,039 ",Single Family,1886,Forced air,Central,2 spaces,"1,742 sqft",Great solar potentialSun Number™: 87.18,"$11,861 ","$9,346/mo","$1,677/mo",$838/mo,$0/mo
"75 Milton Ave, Boston, MA 02124","$398,000 ",3 bds,1 ba,"1,492 sqft","$390,516 ",Single Family,1880,Baseboard,No Data,2 spaces,"3,484 sqft",Candidate for a community solar programSun Number™: 21.8,"$1,893 ","$1,475/mo",$279/mo,$139/mo,$0/mo
"618 E 6th St, South Boston, MA 02127","$9,999,995 ",3 bds,2 ba,"2,600 sqft","$1,077,675 ",Single Family,1890,Baseboard,Other,1 space,"2,178 sqft",Great solar potentialSun Number™: 94.06,"$49,523 ","$39,023/mo","$7,000/mo","$3,500/mo",$0/mo
"77 Warren Ave, Boston, MA 02116","$4,599,000 ",5 bds,6 ba,"3,350 sqft","$4,369,414 ",Single Family,1890,"Forced air, Radiant",Central,No Data,"1,306 sqft",Great solar potentialSun Number™: 89.58,"$22,776 ","$17,947/mo","$3,219/mo","$1,610/mo",$0/mo
"9 Lawn St, Boston, MA 02120","Est. $340,956",3 bds,1.5 ba,"1,426 sqft","$460,752 ",Single Family,2003,Other,No Data,No Data,"1,971 sqft",Great solar potentialSun Number™: 75.98,"$1,622 ","$1,264/mo",$239/mo,$119/mo,$0/mo
"83 Green St, Boston, MA 02130","$839,000 ",3 bds,1 ba,"1,464 sqft","$859,827 ",Single Family,1900,Other,No Data,No Data,"2,178 sqft",Great solar potentialSun Number™: 90.38,"$3,978 ","$3,097/mo",$587/mo,$294/mo,$0/mo
"118 W Concord St, Boston, MA 02118","$4,995,000 ",4 bds,5 ba,"4,554 sqft","$4,779,700 ",Single Family,1875,Forced air,Central,No Data,"2,178 sqft",Great solar potentialSun Number™: 85.58,"$24,737 ","$19,492/mo","$3,497/mo","$1,748/mo",$0/mo
"55 Fairmount St, Boston, MA 02124","$559,999 ",3 bds,2 ba,"1,942 sqft","$551,195 ",Single Family,1920,Baseboard,None,4 spaces,"6,098 sqft",Great solar potentialSun Number™: 90.6,"$2,664 ","$2,076/mo",$392/mo,$196/mo,$0/mo
"284 Foster St, Boston, MA 02135","$2,995,000 ",10 bds,4.5 ba,"7,951 sqft","$2,899,578 ",Single Family,1898,No Data,No Data,No Data,"10,232 sqft",Great solar potentialSun Number™: 86.65,"$14,832 ","$11,688/mo","$2,097/mo","$1,048/mo",$0/mo
"19 Norton St, Boston, MA 02136","$675,000 ",4 bds,3 ba,"2,495 sqft","$667,775 ",Single Family,1964,Baseboard,No Data,2 spaces,0.46 acres,Candidate for a community solar programSun Number™: 23.02,"$3,200 ","$2,491/mo",$473/mo,$236/mo,$0/mo
"537 E 4th St, South Boston, MA 02127","$1,885,000 ",4 bds,4 ba,"3,739 sqft","$1,794,200 ",Single Family,1890,Other,Central,No Data,"2,178 sqft",Limited solar potentialSun Number™: 50.06,"$9,335 ","$7,356/mo","$1,320/mo",$660/mo,$0/mo
"58 Mystic St, Boston, MA 02129","Est. $674,643",4 bds,2 ba,"1,913 sqft","$911,680 ",Single Family,1885,Forced air,No Data,No Data,"1,058 sqft",,"$3,341 ","$2,633/mo",$472/mo,$236/mo,$0/mo
"23 Florida St, Boston, MA 02124","$829,000 ",5 bds,4 ba,"2,970 sqft","$812,959 ",Single Family,1890,Baseboard,None,3 spaces,"5,227 sqft",Great solar potentialSun Number™: 91.4,"$3,930 ","$3,060/mo",$580/mo,$290/mo,$0/mo
"109 Call St # 109, Boston, MA 02130","$1,175,000 ",3 bds,3 ba,"1,720 sqft","$1,175,010 ",Townhouse,2019,Gas,Central,No Data,"8,276 sqft",,"$6,019 ","$4,585/mo",$823/mo,$411/mo,$200/mo
"70 Langley Rd, Boston, MA 02135","Est. $437,207",3 bds,1.5 ba,"1,165 sqft","$590,821 ",Single Family,1951,Forced air,No Data,1 space,"4,945 sqft",Great solar potentialSun Number™: 94.65,"$2,073 ","$1,614/mo",$306/mo,$153/mo,$0/mo
"93 Boardman St, East Boston, MA 02128","$899,999 ",7 bds,4 ba,"3,500 sqft","$878,047 ",Single Family,1963,Baseboard,Central,3 spaces,"6,098 sqft",Great solar potentialSun Number™: 93.8,"$4,457 ","$3,512/mo",$630/mo,$315/mo,$0/mo
"756 E Broadway, South Boston, MA 02127","$1,499,000 ",6 bds,3 ba,"3,142 sqft","$1,413,342 ",Single Family,1895,Other,Other,No Data,"1,742 sqft",,"$7,424 ","$5,850/mo","$1,049/mo",$525/mo,$0/mo
"286 Bowen St, South Boston, MA 02127","$899,500 ",5 bds,3 ba,"1,300 sqft","$875,167 ",Single Family,1970,Forced air,Central,No Data,"1,306 sqft",Great solar potentialSun Number™: 93.26,"$4,455 ","$3,510/mo",$630/mo,$315/mo,$0/mo
"72 Millstone Rd, Boston, MA 02136","$489,000 ",3 bds,1 ba,950 sqft,"$495,455 ",Single Family,1955,Baseboard,None,2 spaces,"6,098 sqft",Candidate for a community solar programSun Number™: 23.02,"$2,326 ","$1,813/mo",$342/mo,$171/mo,$0/mo
"23 Chilton Rd, Boston, MA 02132","Est. $529,027",5 bds,3 ba,"2,184 sqft","$714,902 ",Single Family,1920,Forced air,Central,Detached Garage,"4,748 sqft",Candidate for a community solar programSun Number™: 22.94,"$2,508 ","$1,953/mo",$370/mo,$185/mo,$0/mo
"95 Standard St, Boston, MA 02126","Est. $416,763",4 bds,3 ba,"1,490 sqft","$520,954 ",Single Family,1919,Forced air,Central,No Data,"6,098 sqft",Limited solar potentialSun Number™: 47.02,"$1,982 ","$1,545/mo",$292/mo,$146/mo,$0/mo
"33 Hawthorne St, Boston, MA 02119","$668,000 ",3 bds,3 ba,"1,700 sqft","$750,929 ",Townhouse,2001,Baseboard,No Data,2 spaces,0.34 acres,Great solar potentialSun Number™: 93.78,"$3,563 ","$2,466/mo",$468/mo,$234/mo,$396/mo
"14 Thomas St, Boston, MA 02130","$627,629 ",2 bds,2 ba,"1,990 sqft",,Single Family,1890,Forced air,No Data,1 space,"2,613 sqft",Candidate for a community solar programSun Number™: 22.38,"$2,976 ","$2,316/mo",$439/mo,$220/mo,$0/mo
"149 Delhi St, Boston, MA 02126","$301,228 ",3 bds,2 ba,"1,824 sqft","$407,712 ",Single Family,1920,Other,No Data,3 spaces,"3,920 sqft",Candidate for a community solar programSun Number™: 23.02,"$1,433 ","$1,117/mo",$211/mo,$105/mo,$0/mo
"44 Cottage St, Boston, MA 02128","$900,000 ",4 bds,2 ba,"1,802 sqft","$886,311 ",Single Family,1900,Baseboard,None,Detached Garage,"1,306 sqft",Great solar potentialSun Number™: 86.6,"$4,457 ","$3,512/mo",$630/mo,$315/mo,$0/mo
"245 W Canton St, Boston, MA 02116","$2,500,000 ",4 bds,5 ba,"2,142 sqft","$2,397,831 ",Single Family,1997,Forced air,Central,1 space,"2,178 sqft",Great solar potentialSun Number™: 83.18,"$12,381 ","$9,756/mo","$1,750/mo",$875/mo,$0/mo
"113 Elm St, Boston, MA 02129","$949,900 ",4 bds,2 ba,"2,195 sqft","$937,033 ",Single Family,1885,Radiant,No Data,1 space,"1,306 sqft",Great solar potentialSun Number™: 85.2,"$4,704 ","$3,707/mo",$665/mo,$332/mo,$0/mo
"14 Pine Ridge Rd, Boston, MA 02126","$579,900 ",3 bds,1 ba,"1,424 sqft","$546,238 ",Single Family,1925,Baseboard,Other,4 spaces,"8,276 sqft",Great solar potentialSun Number™: 85.42,"$2,750 ","$2,141/mo",$406/mo,$203/mo,$0/mo
"888 Metropolitan Ave, Boston, MA 02136","$829,000 ",5 bds,2 ba,"2,988 sqft","$829,086 ",Single Family,1890,Forced air,None,Attached Garage,0.25 acres,,"$3,932 ","$3,061/mo",$580/mo,$290/mo,$0/mo
"Coming Soon Plan, The Quinn",$--,#NAME?,#NAME?,#NAME?,,Single Family,2019,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 94.38,$0 ,,,,
"15 Rosemont St, Boston, MA 02136","$459,900 ",3 bds,2 ba,"1,210 sqft","$467,915 ",Single Family,1955,Baseboard,No Data,1 space,"4,356 sqft",Great solar potentialSun Number™: 86.38,"$2,188 ","$1,705/mo",$322/mo,$161/mo,$0/mo
"94 B St, South Boston, MA 02127","$975,000 ",3 bds,1 ba,"1,446 sqft","$967,244 ",Single Family,1900,Forced air,None,On street,"1,306 sqft",Great solar potentialSun Number™: 90.86,"$4,827 ","$3,803/mo",$683/mo,$341/mo,$0/mo
"4 Harvard Ave, Boston, MA 02121","Est. $264,221",3 bds,1 ba,"1,466 sqft","$357,056 ",Single Family,1890,Other,No Data,2 spaces,"2,640 sqft",Great solar potentialSun Number™: 79.98,"$1,257 ",$980/mo,$185/mo,$92/mo,$0/mo
"9 Greenwich Park APT 1, Boston, MA 02118","$795,000 ",1 bd,1 ba,917 sqft,"$776,086 ",Townhouse,1900,Baseboard,Other,On street,917 sqft,Great solar potentialSun Number™: 86.38,"$3,953 ","$2,936/mo",$557/mo,$278/mo,$183/mo
"121 Pinckney St, Boston, MA 02114","Est. $1,638,271",1 bd,1 ba,300 sqft,"$2,213,880 ",Single Family,1830,Forced air,No Data,Off street,725 sqft,Great solar potentialSun Number™: 93.01,"$8,111 ","$6,391/mo","$1,147/mo",$573/mo,$0/mo
"7 Larose Pl, Boston, MA 02135","$589,000 ",3 bds,2 ba,"1,300 sqft","$632,270 ",Single Family,1910,Forced air,Other,1 space,"2,178 sqft",Great solar potentialSun Number™: 90.65,"$2,793 ","$2,175/mo",$412/mo,$206/mo,$0/mo
"215 W 5th St, Boston, MA 02127","$1,399,999 ",3 bds,3 ba,"1,800 sqft","$1,339,129 ",Single Family,2019,Forced air,Central,Attached Garage,435 sqft,,"$6,931 ","$5,461/mo",$980/mo,$490/mo,$0/mo
"245 W Canton St # A, Boston, MA 02116","$2,500,000 ",4 bds,5 ba,"2,142 sqft","$2,397,831 ",Townhouse,1997,Forced air,Central,1 space,"2,178 sqft",,"$12,377 ","$9,752/mo","$1,750/mo",$875/mo,$0/mo
"160 Savannah Ave, Boston, MA 02126","$475,000 ",4 bds,2 ba,"1,616 sqft","$475,720 ",Single Family,1920,Other,None,2 spaces,"3,920 sqft",Great solar potentialSun Number™: 85.42,"$2,260 ","$1,761/mo",$333/mo,$166/mo,$0/mo
"107 Call St # 107, Boston, MA 02130","$1,125,000 ",3 bds,3 ba,"1,685 sqft","$1,125,008 ",Townhouse,2019,Gas,Central,No Data,"8,276 sqft",,"$5,770 ","$4,389/mo",$788/mo,$394/mo,$200/mo
"52 Danny Rd, Boston, MA 02136","Est. $458,872",4 bds,3 ba,"2,010 sqft","$620,098 ",Single Family,2002,Forced air,Central,2 spaces,"5,000 sqft",Candidate for a community solar programSun Number™: 23.02,"$2,176 ","$1,694/mo",$321/mo,$161/mo,$0/mo
"5 Cedar St # 1, Boston, MA 02119","$639,000 ",3 bds,2 ba,"1,300 sqft","$629,709 ",Townhouse,2019,Forced air,Central,Off street,888 sqft,Great solar potentialSun Number™: 92.4,"$3,231 ","$2,360/mo",$447/mo,$224/mo,$200/mo
"779 E 236th St, Bronx, NY 10466","$549,000 ",3 bds,2 ba,"2,518 sqft","$587,270 ",Single Family,1935,Other,Central,1 space,"3,040 sqft",Great solar potentialSun Number™: 87.8,"$2,871 ","$2,244/mo",$435/mo,$192/mo,$0/mo
"12908 232nd St, Laurelton, NY 11413","$499,990 ",3 bds,2 ba,"1,182 sqft","$515,220 ",Single Family,1950,Other,Central,No Data,"3,950 sqft",Great solar potentialSun Number™: 95.01,"$2,569 ","$2,044/mo",$350/mo,$175/mo,$0/mo
"4017 150th St, Flushing, NY 11354","$1,450,000 ",3 bds,2 ba,"1,000 sqft",,Single Family,1919,No Data,No Data,No Data,"2,500 sqft",Limited solar potentialSun Number™: 56.6,"$7,312 ","$5,790/mo","$1,015/mo",$508/mo,$0/mo
"6043 59th Dr, Flushing, NY 11378","$749,000 ",3 bds,1 ba,"1,240 sqft","$653,514 ",Single Family,1915,Other,No Data,Attached Garage,"1,999 sqft",Candidate for a community solar programSun Number™: 22.99,"$3,698 ","$2,912/mo",$524/mo,$262/mo,$0/mo
"11921 180th St, Jamaica, NY 11434","$529,000 ",4 bds,1 ba,"1,617 sqft","$461,840 ",Single Family,1940,Radiant,No Data,Attached Garage,"2,134 sqft",,"$2,718 ","$2,163/mo",$370/mo,$185/mo,$0/mo
"153 86th St, Brooklyn, NY 11209","$2,200,000 ",5 bds,5 ba,"3,050 sqft","$2,293,447 ",Single Family,1950,No Data,No Data,Attached Garage,"5,007 sqft",Great solar potentialSun Number™: 86.2,"$10,746 ","$8,784/mo","$1,192/mo",$770/mo,$0/mo
"20 Elise Ct, Staten Island, NY 10306","$499,000 ",3 bds,2 ba,"1,875 sqft",,Townhouse,1990,Forced air,Central,No Data,622 sqft,,"$2,576 ","$2,040/mo",$362/mo,$175/mo,$0/mo
"68 South Ave, Staten Island, NY 10303","$449,000 ",3 bds,4 ba,"1,080 sqft","$401,546 ",Townhouse,2003,Forced air,Central,No Data,"3,301 sqft",Great solar potentialSun Number™: 86.22,"$2,318 ","$1,836/mo",$326/mo,$157/mo,$0/mo
"11529 227th St, Cambria Heights, NY 11411","$515,000 ",3 bds,2 ba,"1,500 sqft",,Single Family,1945,No Data,No Data,No Data,"2,600 sqft",Great solar potentialSun Number™: 76.61,"$2,646 ","$2,105/mo",$361/mo,$180/mo,$0/mo
"840 New York Ave, Brooklyn, NY 11203","$849,000 ",3 bds,1 ba,"1,496 sqft","$867,843 ",Single Family,1925,No Data,No Data,No Data,"2,674 sqft",Great solar potentialSun Number™: 95.05,"$4,058 ","$3,301/mo",$460/mo,$297/mo,$0/mo
"(undisclosed Address), Flushing, NY","$1,980,000 ",5 bds,5 ba,#NAME?,,Single Family,2019,No Data,No Data,No Data,"2,500 sqft",,"$9,985 ","$7,906/mo","$1,386/mo",$693/mo,$0/mo
"10902 177th St # 1, Jamaica, NY 11433","$450,000 ",3 bds,1 ba,"1,156 sqft",,Townhouse,1958,No Data,No Data,No Data,No Data,,"$2,312 ","$1,840/mo",$315/mo,$158/mo,$0/mo
"12119 153rd St, Jamaica, NY 11434","$549,900 ",4 bds,1 ba,"1,042 sqft","$469,701 ",Single Family,1940,No Data,No Data,Attached Garage,"3,998 sqft",Great solar potentialSun Number™: 80.61,"$2,826 ","$2,248/mo",$385/mo,$192/mo,$0/mo
"368 Freeborn St, Staten Island, NY 10306","$669,900 ",3 bds,3 ba,"1,460 sqft",,Single Family,2019,Forced air,Central,Carport,"2,299 sqft",,"$3,325 ","$2,605/mo",$486/mo,$234/mo,$0/mo
"1374 Dickens St, Far Rockaway, NY 11691","$615,000 ",4 bds,4 ba,"1,565 sqft",,Single Family,1925,No Data,No Data,No Data,"3,750 sqft",Great solar potentialSun Number™: 71.01,"$3,037 ","$2,391/mo",$431/mo,$215/mo,$0/mo
"2511 Tenbroeck Ave, Bronx, NY 10469","$469,900 ",2 bds,2 ba,"1,564 sqft","$518,737 ",Townhouse,1950,Baseboard,No Data,Attached Garage,"2,099 sqft",Great solar potentialSun Number™: 87,"$2,458 ","$1,921/mo",$372/mo,$164/mo,$0/mo
"1250 Stadium Ave, Bronx, NY 10465","$1,250,000 ",3 bds,3 ba,"2,056 sqft",,Single Family,1935,Forced air,Wall,Detached Garage,"8,537 sqft",Great solar potentialSun Number™: 91,"$6,418 ","$4,991/mo",$990/mo,$438/mo,$0/mo
"7 Nightingale St, Staten Island, NY 10306","$649,900 ",3 bds,2 ba,"1,204 sqft","$624,610 ",Single Family,1960,Gas,Central,Carport,"7,623 sqft",Limited solar potentialSun Number™: 41.42,"$3,225 ","$2,527/mo",$471/mo,$227/mo,$0/mo
"370 Freeborn St, Staten Island, NY 10306","$669,900 ",3 bds,3 ba,"1,460 sqft",,Single Family,2019,Forced air,Central,1 space,"2,300 sqft",,"$3,325 ","$2,605/mo",$486/mo,$234/mo,$0/mo
"14214 116th Ave, Jamaica, NY 11436","$449,000 ",3 bds,2 ba,882 sqft,"$465,471 ",Single Family,1930,Other,No Data,No Data,"1,842 sqft",Candidate for a community solar programSun Number™: 23.01,"$2,307 ","$1,836/mo",$314/mo,$157/mo,$0/mo
"14720 32nd Ave, Flushing, NY 11354","$1,388,000 ",4 bds,2 ba,"1,000 sqft",,Single Family,1930,No Data,No Data,No Data,"4,107 sqft",,"$7,000 ","$5,542/mo",$972/mo,$486/mo,$0/mo
"5 Ladd Ave, Staten Island, NY 10312","$529,000 ",3 bds,3 ba,"1,204 sqft","$548,977 ",Single Family,2001,Forced air,Central,No Data,"3,127 sqft",Good solar potentialSun Number™: 69.42,"$2,731 ","$2,163/mo",$384/mo,$185/mo,$0/mo
"5 Ladd Ave, Staten Island, NY 10312","$529,000 ",3 bds,3 ba,"1,204 sqft","$548,977 ",Single Family,2001,Forced air,Central,No Data,"3,127 sqft",Good solar potentialSun Number™: 69.42,"$2,731 ","$2,163/mo",$384/mo,$185/mo,$0/mo
"273 Bay 19 St # A, Brooklyn, NY 11214","$429,000 ",2 bds,1 ba,800 sqft,,Single Family,2019,No Data,No Data,No Data,No Data,,"$2,704 ","$1,754/mo",$232/mo,$150/mo,$568/mo
