Title,Title_link,list-card-price,list-card-type,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA/Lot,Price/sqft,Monthly cost
"3324 Peachtree Rd NE UNIT 1215, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-1215-Atlanta-GA-30326/82612303_zpid/,"$249,999",Condo for sale,1 bd,1 ba,698 sqft,"$246,628",Condo,2005,Forced air,Central,1 space,$305/month,$358,"$1,585"
"199 14th St NE APT 1503, Atlanta, GA 30309",https://www.zillow.com/homedetails/199-14th-St-NE-APT-1503-Atlanta-GA-30309/35898391_zpid/,"$294,900",Condo for sale,1 bd,1 ba,805 sqft,"$290,017",Condo,1992,Heat pump,Central,1 space,$357/month,$366,"$1,805"
"3325 Piedmont Rd NE UNIT 2506, Atlanta, GA 30305",https://www.zillow.com/homedetails/3325-Piedmont-Rd-NE-UNIT-2506-Atlanta-GA-30305/92191412_zpid/,"$429,900",Condo for sale,1 bd,1 ba,930 sqft,"$419,953",Condo,2008,Forced air,Central,1 space,$596/month,$462,"$2,708"
"175 Mathewson Pl SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/175-Mathewson-Pl-SW-Atlanta-GA-30314/35843830_zpid/,"$275,000",Foreclosure,3 bds,2 ba,951 sqft,"$204,066",Single Family,1940,Forced air,Central,4 spaces,"10,018 sqft",$289,"$1,351"
"2134 Martin Luther King Jr Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/2134-Martin-Luther-King-Jr-Dr-SW-Atlanta-GA-30310/35857690_zpid/,"$79,000",House for sale,3 bds,2 ba,956 sqft,,Single Family,1920,None,No Data,No Data,"9,700 sqft",$83,$422
"801 Cherokee Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/801-Cherokee-Ave-SE-Atlanta-GA-30315/171417281_zpid/,"$799,900",House for sale,4 bds,4 ba,"2,858 sqft",,Single Family,2015,Forced air,Central,4 spaces,"3,571 sqft",$280,"$4,126"
"964 Dekalb Ave NE APT 104, Atlanta, GA 30307",https://www.zillow.com/homedetails/964-Dekalb-Ave-NE-APT-104-Atlanta-GA-30307/82616646_zpid/,"$299,900",Condo for sale,1 bd,2 ba,964 sqft,"$296,581",Condo,2006,Forced air,Central,2 spaces,$230/month,$311,"$1,703"
"1077 Mantissa St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1077-Mantissa-St-NW-Atlanta-GA-30318/35916117_zpid/,"$680,000",House for sale,3 bds,3 ba,"2,076 sqft","$656,949",Single Family,1940,Forced air,Central,Attached Garage,"10,802 sqft",$328,"$3,437"
"26 S Prado NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/26-S-Prado-NE-Atlanta-GA-30309/35931532_zpid/,"$1,397,000",House for sale,4 bds,3 ba,"4,022 sqft","$1,361,899",Single Family,1920,Forced air,Central,2 spaces,"7,884 sqft",$347,"$7,062"
"2464 Woodward Way NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/2464-Woodward-Way-NW-Atlanta-GA-30305/35901483_zpid/,"$2,895,000",House for sale,4 bds,7 ba,"5,508 sqft","$2,745,258",Single Family,1947,Forced air,Central,2 spaces,0.65 acres,$526,"$14,634"
"400 Village Pkwy NE # 121, Atlanta, GA 30306",https://www.zillow.com/homedetails/400-Village-Pkwy-NE-121-Atlanta-GA-30306/2142113279_zpid/,"$675,000",Condo for sale,2 bds,3 ba,"1,600 sqft","$658,909",Condo,2001,No Data,No Data,1 space,$350/month,$422,"$3,762"
"774 Ormewood Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/774-Ormewood-Ave-SE-Atlanta-GA-30312/35867670_zpid/,"$277,000",House for sale,2 bds,1 ba,978 sqft,,Single Family,1947,Other,Central,No Data,"7,492 sqft",$283,"$1,361"
"2870 Pharr Court South NW APT 2004, Atlanta, GA 30305",https://www.zillow.com/homedetails/2870-Pharr-Court-South-NW-APT-2004-Atlanta-GA-30305/55019182_zpid/,"$184,000",Condo for sale,1 bd,1 ba,807 sqft,"$180,333",Condo,1988,Forced air,"Central, Other","Carport, On street, Attached Garage",$345/month,$228,"$1,287"
"2828 Peachtree Rd NE APT 1003, Atlanta, GA 30305",https://www.zillow.com/homedetails/2828-Peachtree-Rd-NE-APT-1003-Atlanta-GA-30305/65468133_zpid/,"$395,000",Condo for sale,2 bds,2 ba,"1,094 sqft","$387,540",Condo,2002,Forced air,Central,No Data,$605/month,$361,"$2,545"
"2828 Peachtree Rd NE APT 1003, Atlanta, GA 30305",https://www.zillow.com/homedetails/2828-Peachtree-Rd-NE-APT-1003-Atlanta-GA-30305/65468133_zpid/,"$395,000",Condo for sale,2 bds,2 ba,"1,094 sqft","$387,540",Condo,2002,Forced air,Central,No Data,$605/month,$361,"$2,545"
"1396 W Ave Nw, Atlanta, GA 30318",https://www.zillow.com/homedetails/1396-W-Ave-Nw-Atlanta-GA-30318/35845255_zpid/,"$285,000",House for sale,3 bds,2 ba,"1,200 sqft","$275,499",Single Family,1936,Forced air,Central,1 space,"5,758 sqft",$238,"$1,400"
"951 Glenwood Ave SE APT 2102, Atlanta, GA 30316",https://www.zillow.com/homedetails/951-Glenwood-Ave-SE-APT-2102-Atlanta-GA-30316/65460551_zpid/,"$270,000",Townhouse for sale,2 bds,2 ba,"1,212 sqft","$267,096",Townhouse,2002,"Forced air, Heat pump",Central,1 space,"1,210 sqft",$223,"$1,592"
"1807 Willow Way NW, Atlanta, GA",https://www.zillow.com/homedetails/1807-Willow-Way-NW-Atlanta-GA-30318/2082324086_zpid/,"$420,675",New construction,3 bds,3 ba,"1,930 sqft","$412,944",Single Family,2019,No Data,No Data,No Data,0.3 acres,$218,"$2,174"
"1012 Battle Creek Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1012-Battle-Creek-Way-NW-Atlanta-GA-30327/2082324045_zpid/,"$1,995,000",House for sale,5 bds,7 ba,"4,825 sqft","$1,898,467",Single Family,2019,No Data,No Data,No Data,0.48 acres,$413,"$10,126"
"1006 Battle Creek Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1006-Battle-Creek-Way-NW-Atlanta-GA-30327/2082324149_zpid/,"$1,775,000",House for sale,5 bds,7 ba,"4,859 sqft","$1,685,932",Single Family,2019,No Data,No Data,No Data,0.51 acres,$365,"$8,973"
"1000 Battle Creek Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1000-Battle-Creek-Way-NW-Atlanta-GA-30327/2082324188_zpid/,"$1,725,000",House for sale,5 bds,7 ba,"4,881 sqft","$1,636,485",Single Family,2019,No Data,No Data,No Data,0.68 acres,$353,"$8,761"
"(undisclosed Address), Atlanta, GA 30315",https://www.zillow.com/homedetails/(undisclosed-Address)-Atlanta-GA-30315/2082324207_zpid/,"$85,000",House for sale,2 bds,1 ba,896 sqft,"$82,850",Single Family,1925,No Data,No Data,2 spaces,"8,250 sqft",$95,$454
"2060 Old Georgian Ter NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2060-Old-Georgian-Ter-NW-Atlanta-GA-30318/82619948_zpid/,"$410,000",House for sale,4 bds,3 ba,"2,344 sqft","$403,024",Single Family,2006,Forced air,Central,No Data,"5,227 sqft",$175,"$2,079"
"1796 Sanford Ln NW, Atlanta, GA",https://www.zillow.com/homedetails/1796-Sanford-Ln-NW-Atlanta-GA-30318/2082324439_zpid/,"$434,900",New construction,3 bds,3 ba,"1,980 sqft","$426,859",Single Family,2019,No Data,No Data,No Data,0.3 acres,$220,"$2,244"
"1751 Stone Hedge Dr NW, Atlanta, GA",https://www.zillow.com/homedetails/1751-Stone-Hedge-Dr-NW-Atlanta-GA-30318/2082324633_zpid/,"$429,900",New construction,3 bds,3 ba,"1,980 sqft","$422,047",Single Family,2019,No Data,No Data,No Data,0.3 acres,$217,"$2,220"
"870 Mayson Turner Rd NW UNIT 1120, Atlanta, GA 30314",https://www.zillow.com/homedetails/870-Mayson-Turner-Rd-NW-UNIT-1120-Atlanta-GA-30314/88813597_zpid/,"$89,900",Condo for sale,1 bd,1 ba,768 sqft,"$87,479",Condo,2007,Forced air,Central,1 space,$284/month,$117,$764
"860 Peachtree St NE UNIT 1515, Atlanta, GA 30308",https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-1515-Atlanta-GA-30308/71756198_zpid/,"$289,500",Condo for sale,1 bd,1 ba,701 sqft,"$283,707",Condo,2005,Forced air,Central,1 space,$334/month,$413,"$1,756"
"1759 Stone Hedge Dr NW, Atlanta, GA",https://www.zillow.com/homedetails/1759-Stone-Hedge-Dr-NW-Atlanta-GA-30318/2082325079_zpid/,"$419,320",New construction,3 bds,3 ba,"1,930 sqft","$411,661",Single Family,2019,No Data,No Data,No Data,0.3 acres,$217,"$2,169"
"918 Highland Vw NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/918-Highland-Vw-NE-Atlanta-GA-30306/35895781_zpid/,"$745,000",House for sale,2 bds,2 ba,"1,749 sqft","$735,249",Single Family,1930,Forced air,Central,Detached Garage,"3,850 sqft",$426,"$3,766"
"2091 Northside Dr NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/2091-Northside-Dr-NW-Atlanta-GA-30305/35908226_zpid/,"$559,000",House for sale,4 bds,2 ba,"2,153 sqft","$546,601",Single Family,1977,Forced air,Central,Carport,"9,583 sqft",$260,"$2,746"
"170 Boulevard SE APT E411, Atlanta, GA 30312",https://www.zillow.com/homedetails/170-Boulevard-SE-APT-E411-Atlanta-GA-30312/2082327840_zpid/,"$534,950",Condo for sale,2 bds,2 ba,"1,855 sqft","$517,285",Condo,2007,No Data,No Data,2 spaces,$508/month,$288,"$3,136"
"2161 Peachtree Rd NE APT 102, Atlanta, GA 30309",https://www.zillow.com/homedetails/2161-Peachtree-Rd-NE-APT-102-Atlanta-GA-30309/35901291_zpid/,"$225,000",Condo for sale,2 bds,2 ba,"1,301 sqft","$221,999",Condo,1986,Forced air,Central,2 spaces,$456/month,$173,"$1,608"
"150 Dahlgren St SE, Atlanta, GA",https://www.zillow.com/homedetails/150-Dahlgren-St-SE-Atlanta-GA-30317/14467705_zpid/,"$699,000",New construction,4 bds,3 ba,"2,596 sqft",,Single Family,2019,Forced air,Central,2 spaces,"5,100 sqft",$269,"$3,557"
"924 Garrett St SE APT 305, Atlanta, GA 30316",https://www.zillow.com/homedetails/924-Garrett-St-SE-APT-305-Atlanta-GA-30316/2082328072_zpid/,"$274,000",Condo for sale,1 bd,1 ba,983 sqft,"$266,725",Condo,2005,Forced air,Central,1 space,$239/month,$279,"$1,585"
"145 15th St NE APT 629, Atlanta, GA 30309",https://www.zillow.com/homedetails/145-15th-St-NE-APT-629-Atlanta-GA-30309/35898698_zpid/,"$450,000",Condo for sale,2 bds,3 ba,"1,780 sqft","$442,513",Condo,1974,Forced air,Central,No Data,"$1,241/month",$253,"$3,451"
"B-4 Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118297_zpid/,"$636,900+",New construction,2 bds,2 ba,"1,129 sqft","$618,100",Condo,2019,Heat pump,Central,Attached Garage,No Data,$564,"$3,220"
"1855 Bixby St SE # 30, Atlanta, GA 30317",https://www.zillow.com/homedetails/1855-Bixby-St-SE-30-Atlanta-GA-30317/2082328409_zpid/,"$249,900",Lot / Land for sale,"8,712 sqft lot",,,,,,,,,,,"$1,288"
"1855 Bixby St SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/1855-Bixby-St-SE-Atlanta-GA-30317/2082328417_zpid/,"$249,900",Lot / Land for sale,"8,712 sqft lot",,,,,,,,,,,"$1,288"
"1030 Kirkwood Ave SE # 78, Atlanta, GA 30316",https://www.zillow.com/homedetails/1030-Kirkwood-Ave-SE-78-Atlanta-GA-30316/2082328782_zpid/,"$360,000",House for sale,2 bds,1 ba,"1,472 sqft","$347,109",Single Family,1920,No Data,None,No Data,"4,835 sqft",$245,"$1,768"
"375 Ralph Mcgill Blvd NE APT 101, Atlanta, GA 30312",https://www.zillow.com/homedetails/375-Ralph-Mcgill-Blvd-NE-APT-101-Atlanta-GA-30312/65461188_zpid/,"$195,500",Condo for sale,2 bds,1 ba,"1,014 sqft","$189,509",Condo,1980,Forced air,Central,1 space,$504/month,$193,"$1,505"
"898 Oak St SW UNIT 1327, Atlanta, GA 30310",https://www.zillow.com/homedetails/898-Oak-St-SW-UNIT-1327-Atlanta-GA-30310/82615434_zpid/,"$164,900",Condo for sale,2 bds,2 ba,"1,035 sqft","$160,186",Condo,2006,Forced air,Central,No Data,$355/month,$159,"$1,199"
"1820 Peachtree St NW UNIT 410, Atlanta, GA 30309",https://www.zillow.com/homedetails/1820-Peachtree-St-NW-UNIT-410-Atlanta-GA-30309/112433505_zpid/,"$599,900",Condo for sale,2 bds,3 ba,"1,834 sqft","$587,536",Condo,2010,Forced air,Central,2 spaces,$673/month,$327,"$3,615"
"71 Maddox Dr NE APT 1, Atlanta, GA 30309",https://www.zillow.com/homedetails/71-Maddox-Dr-NE-APT-1-Atlanta-GA-30309/2082646327_zpid/,"$289,900",Condo for sale,1 bd,1 ba,772 sqft,"$279,903",Condo,1930,Forced air,Other,Off street,$330/month,$376,"$1,754"
"1337 Hosea L Williams Dr SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/1337-Hosea-L-Williams-Dr-SE-Atlanta-GA-30317/14467340_zpid/,"$290,000",House for sale,3 bds,1 ba,"1,223 sqft","$285,513",Single Family,1947,Forced air,Central,2 spaces,"8,712 sqft",$237,"$1,434"
"800 Peachtree St NE APT 8517, Atlanta, GA 30308",https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-8517-Atlanta-GA-30308/65462086_zpid/,"$314,000",Condo for sale,2 bds,2 ba,"1,187 sqft","$308,618",Condo,1927,Other,Central,4 spaces,$458/month,$265,"$2,000"
"2230 Cheshire Bridge Rd NE UNIT 116, Atlanta, GA 30324",https://www.zillow.com/homedetails/2230-Cheshire-Bridge-Rd-NE-UNIT-116-Atlanta-GA-30324/2082331618_zpid/,"$135,000",Condo for sale,1 bd,1 ba,755 sqft,"$129,595",Condo,1947,Forced air,Central,2 spaces,$313/month,$179,"$1,004"
"1445 Monroe Dr NE APT F36, Atlanta, GA 30324",https://www.zillow.com/homedetails/1445-Monroe-Dr-NE-APT-F36-Atlanta-GA-30324/2082331985_zpid/,"$250,000",Condo for sale,2 bds,2 ba,"1,060 sqft","$245,370",Condo,1975,No Data,No Data,2 spaces,$297/month,$236,"$1,577"
"136 Peachtree Memorial Dr NW # NC2, Atlanta, GA 30309",https://www.zillow.com/homedetails/136-Peachtree-Memorial-Dr-NW-NC2-Atlanta-GA-30309/108603761_zpid/,"$260,000",Townhouse for sale,2 bds,2 ba,"1,108 sqft","$257,908",Townhouse,1975,Forced air,Central,2 spaces,"1,089 sqft",$235,"$1,602"
"949 Fair St SW, Atlanta, GA",https://www.zillow.com/homedetails/949-Fair-St-SW-Atlanta-GA-30314/35835036_zpid/,"$349,900",New construction,4 bds,3 ba,"1,724 sqft",,Single Family,2019,Other,Central,4 spaces,"5,140 sqft",$203,"$1,719"
"170 Boulevard Se # D101, Atlanta, GA 30312",https://www.zillow.com/homedetails/170-Boulevard-Se-D101-Atlanta-GA-30312/88828599_zpid/,"$318,900",Condo for sale,1 bd,1 ba,"1,059 sqft","$313,889",Condo,2007,Gas,Central,1 space,$290/month,$301,"$1,856"
"1091 Saint Charles Pl NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1091-Saint-Charles-Pl-NE-Atlanta-GA-30306/35850941_zpid/,"$750,000",House for sale,5 bds,5 ba,"1,692 sqft","$740,753",Single Family,1920,Forced air,Central,3 spaces,"6,969 sqft",$443,"$3,791"
"675 Cedar Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/675-Cedar-Ave-NW-Atlanta-GA-30318/35856684_zpid/,"$224,000",House for sale,3 bds,2 ba,"1,296 sqft",,Single Family,1940,Forced air,Central,No Data,"7,492 sqft",$173,"$1,147"
"400 W Peachtree St NW UNIT 1816, Atlanta, GA 30308",https://www.zillow.com/homedetails/400-W-Peachtree-St-NW-UNIT-1816-Atlanta-GA-30308/2082333297_zpid/,"$235,000",Condo for sale,1 bd,1 ba,776 sqft,"$229,371",Condo,2007,Forced air,Central,No Data,$243/month,$303,"$1,446"
"711 E Morningside Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/711-E-Morningside-Dr-NE-Atlanta-GA-30324/35929897_zpid/,"$1,174,900",House for sale,4 bds,3 ba,"2,893 sqft","$1,135,356",Single Family,1928,Forced air,Central,2 spaces,0.29 acres,$406,"$5,932"
"2561 Bohler Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2561-Bohler-Rd-NW-Atlanta-GA-30327/35917362_zpid/,"$7,750,000",House for sale,4 bds,6 ba,-- sqft,,Single Family,2012,Forced air,Central,2 spaces,9.16 acres,No Data,"$39,126"
"B-1B Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118303_zpid/,"$668,900+",New construction,2 bds,3 ba,"1,493 sqft","$650,705",Condo,2019,Heat pump,Central,Attached Garage,No Data,$448,"$3,377"
"1455 Lanier Pl NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1455-Lanier-Pl-NE-Atlanta-GA-30306/35918401_zpid/,"$675,000",House for sale,4 bds,2 ba,"1,394 sqft","$646,874",Single Family,1945,Forced air,Central,3 spaces,0.29 acres,$484,"$3,408"
"24 Bowen Ave SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/24-Bowen-Ave-SE-Atlanta-GA-30315/35883316_zpid/,"$84,000",House for sale,4 bds,1 ba,"1,150 sqft","$118,087",Single Family,1940,Forced air,None,No Data,"5,096 sqft",$73,$448
"3048 Stone Gate Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/3048-Stone-Gate-Dr-NE-Atlanta-GA-30324/69367635_zpid/,"$689,000",Townhouse for sale,4 bds,5 ba,"2,484 sqft","$676,283",Townhouse,2005,Forced air,Central,2 spaces,"1,176 sqft",$277,"$3,478"
"1160 Boulevard SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/1160-Boulevard-SE-Atlanta-GA-30312/2082335108_zpid/,"$599,900",Lot / Land for sale,0.5 acres lot,,,,,,,,,,,"$2,942"
"622 Cameron St SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/622-Cameron-St-SE-Atlanta-GA-30312/35867559_zpid/,"$375,000",House for sale,3 bds,2 ba,"1,392 sqft","$373,061",Single Family,1930,Forced air,Central,No Data,"7,187 sqft",$269,"$1,842"
"0 Nash Rd, Atlanta, GA 30331",https://www.zillow.com/homedetails/0-Nash-Rd-Atlanta-GA-30331/2088872339_zpid/,"$25,000",Lot / Land for sale,1.07 acres lot,,,,,,,,,,,$133
"379 Pratt Dr SE, Atlanta, GA",https://www.zillow.com/homedetails/379-Pratt-Dr-SE-Atlanta-GA-30315/2082336537_zpid/,"$390,900",New construction,2 bds,2 ba,"1,710 sqft","$377,725",Townhouse,2019,No Data,No Data,1 space,No Data,$229,"$1,920"
"383 Pratt Dr SE, Atlanta, GA",https://www.zillow.com/homedetails/383-Pratt-Dr-SE-3YUVUA-Atlanta-GA-30315/2082336542_zpid/,"$414,900",New construction,2 bds,2 ba,"1,318 sqft","$400,593",Townhouse,2019,No Data,No Data,1 space,No Data,$315,"$2,038"
"375 Pratt Dr SE, Atlanta, GA",https://www.zillow.com/homedetails/375-Pratt-Dr-SE-Atlanta-GA-30315/2082336540_zpid/,"$474,900",New construction,4 bds,3 ba,"2,730 sqft","$460,287",Townhouse,2019,No Data,No Data,1 space,No Data,$174,"$2,333"
"383 Pratt Dr SE, Atlanta, GA",https://www.zillow.com/homedetails/383-Pratt-Dr-SE-EB48LW-Atlanta-GA-30315/2082336539_zpid/,"$489,900",New construction,4 bds,3 ba,"2,730 sqft","$481,924",Townhouse,2019,No Data,No Data,1 space,No Data,$179,"$2,407"
"383 Pratt Dr SE, Atlanta, GA",https://www.zillow.com/homedetails/383-Pratt-Dr-SE-3ZCRH2-Atlanta-GA-30315/2082336538_zpid/,"$397,900",New construction,2 bds,2 ba,"1,710 sqft","$384,411",Townhouse,2019,No Data,No Data,1 space,No Data,$233,"$1,955"
"383 Pratt Dr SE, Atlanta, GA",https://www.zillow.com/homedetails/383-Pratt-Dr-SE-3YY2RX-Atlanta-GA-30315/2082336535_zpid/,"$392,900",New construction,2 bds,2 ba,"1,710 sqft","$379,581",Townhouse,2019,No Data,No Data,1 space,No Data,$230,"$1,930"
"120 Peachtree Memorial Dr NW # 99-C1, Atlanta, GA",https://www.zillow.com/homedetails/120-Peachtree-Memorial-Dr-NW-99-C1-Atlanta-GA-30309/2082336771_zpid/,"$294,900",New construction,2 bds,2 ba,827 sqft,,Condo,2019,Forced air,Central,No Data,No Data,$357,"$1,449"
"346 Ardmore Ct NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/346-Ardmore-Ct-NW-Atlanta-GA-30309/121352733_zpid/,"$575,000",Townhouse for sale,4 bds,4 ba,"2,340 sqft","$564,272",Townhouse,2012,"Forced air, Heat pump",Central,2 spaces,936 sqft,$246,"$3,145"
"3048 Stone Gate Dr NE # 3048, Atlanta, GA 30324",https://www.zillow.com/homedetails/3048-Stone-Gate-Dr-NE-3048-Atlanta-GA-30324/2082337387_zpid/,"$689,000",Townhouse for sale,4 bds,5 ba,"2,484 sqft","$669,754",Townhouse,2005,Forced air,Central,4 spaces,"1,176 sqft",$277,"$3,478"
"887 Juniper St NE APT G, Atlanta, GA 30309",https://www.zillow.com/homedetails/887-Juniper-St-NE-APT-G-Atlanta-GA-30309/2082337493_zpid/,"$250,000",Condo for sale,1 bd,1 ba,879 sqft,,Condo,1970,Forced air,Central,1 space,$275/month,$284,"$1,555"
"1705 Monroe Dr NE APT A06, Atlanta, GA 30324",https://www.zillow.com/homedetails/1705-Monroe-Dr-NE-APT-A06-Atlanta-GA-30324/2082337588_zpid/,"$75,000",Condo for sale,2 bds,1 ba,900 sqft,,Condo,1958,No Data,No Data,1 space,$900/month,$83,"$1,300"
"675 Albert St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/675-Albert-St-NW-Atlanta-GA-30318/35864685_zpid/,"$149,900",House for sale,4 bds,2 ba,"1,366 sqft","$146,054",Single Family,1963,Forced air,Central,3 spaces,"7,501 sqft",$110,$767
"800 Peachtree St NE APT 1128, Atlanta, GA 30308",https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-1128-Atlanta-GA-30308/65461880_zpid/,"$338,500",Condo for sale,2 bds,2 ba,"1,181 sqft","$333,802",Condo,2001,Forced air,Central,2 spaces,$459/month,$287,"$2,122"
"1021 Peeples St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1021-Peeples-St-SW-Atlanta-GA-30310/35835921_zpid/,"$299,000",House for sale,3 bds,3 ba,"1,786 sqft","$292,757",Single Family,2008,Forced air,Central,2 spaces,"7,840 sqft",$167,"$1,469"
"1445 Monroe Dr NE APT C6, Atlanta, GA 30324",https://www.zillow.com/homedetails/1445-Monroe-Dr-NE-APT-C6-Atlanta-GA-30324/69364400_zpid/,"$249,000",Condo for sale,2 bds,2 ba,"1,060 sqft","$245,612",Condo,1975,Forced air,Central,2 spaces,$421/month,$235,"$1,696"
"248 Carlyle Park Dr NE, Atlanta, GA 30307",https://www.zillow.com/homedetails/248-Carlyle-Park-Dr-NE-Atlanta-GA-30307/70839980_zpid/,"$325,000",Townhouse for sale,2 bds,2 ba,"1,172 sqft","$321,700",Townhouse,2004,Gas,Central,1 space,435 sqft,$277,"$1,808"
"1975 Baker Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1975-Baker-Rd-NW-Atlanta-GA-30318/35855679_zpid/,"$245,000",House for sale,3 bds,2 ba,"1,555 sqft","$256,615",Single Family,1938,Forced air,Central,2 spaces,"10,018 sqft",$158,"$1,254"
"751 Piedmont Ave NE APT 14, Atlanta, GA 30308",https://www.zillow.com/homedetails/751-Piedmont-Ave-NE-APT-14-Atlanta-GA-30308/35881037_zpid/,"$375,000",Townhouse for sale,3 bds,3 ba,"1,250 sqft","$367,861",Townhouse,1990,Forced air,Central,2 spaces,479 sqft,$300,"$2,042"
"865 Moores Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/865-Moores-Mill-Rd-NW-Atlanta-GA-30327/35911242_zpid/,"$695,000",House for sale,3 bds,4 ba,"2,082 sqft","$671,034",Single Family,1957,Forced air,Central,2 spaces,0.5 acres,$334,"$3,509"
"70 Adrian Pl NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/70-Adrian-Pl-NW-Atlanta-GA-30327/35915552_zpid/,"$165,900",Condo for sale,1 bd,1 ba,824 sqft,"$160,655",Condo,1970,"Forced air, Heat pump",Central,No Data,$414/month,$201,"$1,263"
"823 Canterbury Overlook, Atlanta, GA 30324",https://www.zillow.com/homedetails/823-Canterbury-Overlook-Atlanta-GA-30324/2082341206_zpid/,"$638,000",Townhouse for sale,4 bds,4 ba,"2,319 sqft","$619,599",Townhouse,2015,Forced air,Central,4 spaces,"2,178 sqft",$275,"$3,521"
"998 Wildwood Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/998-Wildwood-Rd-NE-Atlanta-GA-30306/35925716_zpid/,"$1,450,000",House for sale,4 bds,4 ba,"3,300 sqft",,Single Family,1951,Forced air,Central,2 spaces,0.39 acres,$439,"$7,320"
"1379 Gault St SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/1379-Gault-St-SE-Atlanta-GA-30315/35876983_zpid/,"$99,000",House for sale,3 bds,1 ba,960 sqft,"$116,516",Single Family,1940,Other,Central,No Data,"7,405 sqft",$103,$528
"1311 Campbellton Rd SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1311-Campbellton-Rd-SW-Atlanta-GA-30310/35841203_zpid/,"Est. $103,842",Pre-foreclosure / Auction,4 bds,2 ba,"1,662 sqft","$103,842",Multiple Occupancy,1940,Other,Central,No Data,,,$554
"2586 Loghaven Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2586-Loghaven-Dr-NW-Atlanta-GA-30318/35863845_zpid/,"$74,900",House for sale,2 bds,1 ba,750 sqft,"$71,321",Single Family,1950,Other,Other,3 spaces,"7,474 sqft",$100,$400
"121 Mcgill Park Ave NE, Atlanta, GA 30312",https://www.zillow.com/homedetails/121-Mcgill-Park-Ave-NE-Atlanta-GA-30312/35878936_zpid/,"$189,900",Condo for sale,1 bd,1 ba,"1,159 sqft","$189,492",Condo,1994,Forced air,Central,No Data,$315/month,$164,"$1,287"
"44 Peachtree Pl NW UNIT 1021, Atlanta, GA 30309",https://www.zillow.com/homedetails/44-Peachtree-Pl-NW-UNIT-1021-Atlanta-GA-30309/82630633_zpid/,"$450,000",Condo for sale,2 bds,2 ba,"1,196 sqft","$439,839",Condo,2006,Heat pump,Central,2 spaces,$321/month,$376,"$2,532"
"70 Adrian Pl NW # 70, Atlanta, GA 30327",https://www.zillow.com/homedetails/70-Adrian-Pl-NW-70-Atlanta-GA-30327/2082346224_zpid/,"$165,900",Condo for sale,1 bd,1 ba,824 sqft,"$159,699",Condo,1970,"Forced air, Heat pump",Central,No Data,$284/month,$201,"$1,133"
"2657 Lenox Rd NE # G-95, Atlanta, GA 30324",https://www.zillow.com/homedetails/2657-Lenox-Rd-NE-G-95-Atlanta-GA-30324/2097677700_zpid/,"$179,000",Condo for sale,1 bd,1 ba,650 sqft,"$174,247",Condo,1994,No Data,No Data,No Data,$215/month,$275,"$1,131"
