Title,Title_link,list-card-price,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price/sqft,Monthly cost
"238 E Wesley Rd NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/238-E-Wesley-Rd-NE-Atlanta-GA-30305/35894313_zpid/,"$559,000",2 bds,2 ba,"1,403 sqft","$530,942",Single Family,1930,Forced air,Central,2 spaces,"7,927 sqft",$398,"$2,751"
"2870 Pharr Court South NW APT 1902, Atlanta, GA 30305",https://www.zillow.com/homedetails/2870-Pharr-Court-South-NW-APT-1902-Atlanta-GA-30305/55019170_zpid/,"$187,000",1 bd,1 ba,807 sqft,"$183,847",Condo,1988,Forced air,Central,2 spaces,$345/month,$232,"$1,291"
"44 Conifer Park Ln NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/44-Conifer-Park-Ln-NE-Atlanta-GA-30342/65452313_zpid/,"$1,500,000",4 bds,4 ba,"3,004 sqft","$1,448,275",Townhouse,2001,Forced air,Central,No Data,"2,962 sqft",$499,"$7,789"
"2872 Mango Cir NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2872-Mango-Cir-NW-Atlanta-GA-30318/35924518_zpid/,"$159,000",3 bds,2 ba,900 sqft,"$153,978",Single Family,1955,Forced air,Central,1 space,"8,624 sqft",$177,$804
"805 Peachtree St NE UNIT 518, Atlanta, GA 30308",https://www.zillow.com/homedetails/805-Peachtree-St-NE-UNIT-518-Atlanta-GA-30308/2086698511_zpid/,"$299,000",1 bd,1 ba,"1,040 sqft","$289,685",Condo,1951,"Forced air, Heat pump",Central,2 spaces,$405/month,$288,"$1,876"
"331 Redland Rd NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/331-Redland-Rd-NW-Atlanta-GA-30309/35908383_zpid/,"$1,395,000",5 bds,5 ba,"4,484 sqft","$1,347,148",Single Family,2019,Other,Central,No Data,0.39 acres,$311,"$7,104"
"746 Wildwood Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/746-Wildwood-Rd-NE-Atlanta-GA-30324/35929272_zpid/,"$899,000",4 bds,3 ba,"2,492 sqft","$875,144",Single Family,1940,Forced air,Central,2 spaces,"10,236 sqft",$361,"$4,578"
"2304 Pine Heights Dr NE # 2304, Atlanta, GA 30324",https://www.zillow.com/homedetails/2304-Pine-Heights-Dr-NE-2304-Atlanta-GA-30324/2082620780_zpid/,"$227,000",2 bds,2 ba,"1,504 sqft","$223,793",Condo,1986,Forced air,Central,2 spaces,$514/month,$151,"$1,660"
"400 17th St NW UNIT 2211, Atlanta, GA 30363",https://www.zillow.com/homedetails/400-17th-St-NW-UNIT-2211-Atlanta-GA-30363/71755044_zpid/,"$235,000",2 bds,1 ba,"1,080 sqft","$232,213",Condo,2004,Forced air,Central,Attached Garage,$403/month,$218,"$1,592"
"2479 Peachtree Rd NE APT 517, Atlanta, GA 30305",https://www.zillow.com/homedetails/2479-Peachtree-Rd-NE-APT-517-Atlanta-GA-30305/65468327_zpid/,"$219,000",2 bds,2 ba,"1,062 sqft","$218,028",Condo,1967,Forced air,Central,2 spaces,$560/month,$206,"$1,668"
"3334 Peachtree Rd NE APT 1205, Atlanta, GA 30326",https://www.zillow.com/homedetails/3334-Peachtree-Rd-NE-APT-1205-Atlanta-GA-30326/55018274_zpid/,"$220,000",1 bd,1 ba,793 sqft,"$220,000",Condo,1997,Heat pump,Central,No Data,$252/month,$277,"$1,365"
"1480 Monroe Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1480-Monroe-Dr-NE-Atlanta-GA-30324/35931570_zpid/,"$599,000",3 bds,3 ba,"2,000 sqft","$588,792",Single Family,1930,Forced air,Central,4 spaces,"7,501 sqft",$300,"$2,956"
"3324 Peachtree Rd NE UNIT 2901, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-2901-Atlanta-GA-30326/82629399_zpid/,"$459,000",2 bds,2 ba,"1,223 sqft","$451,216",Condo,2005,Forced air,Central,4 spaces,$534/month,$375,"$2,793"
"361 17th St NW UNIT 1404, Atlanta, GA 30363",https://www.zillow.com/homedetails/361-17th-St-NW-UNIT-1404-Atlanta-GA-30363/71753989_zpid/,"$214,900",1 bd,1 ba,704 sqft,"$212,649",Condo,2005,Forced air,Central,2 spaces,$343/month,$305,"$1,430"
"270 17th St NW UNIT 2406, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-2406-Atlanta-GA-30363/283676476_zpid/,"$369,750",1 bd,2 ba,"1,049 sqft","$363,000",Condo,2009,"Forced air, Heat pump",Central,1 space,$418/month,$352,"$2,238"
"1073 Reeder Cir NE, Atlanta, GA",https://www.zillow.com/homedetails/1073-Reeder-Cir-NE-Atlanta-GA-30306/35918375_zpid/,"$1,650,000",4 bds,4 ba,"2,800 sqft","$1,595,363",Single Family,2019,Forced air,Other,"Off street, Attached Garage","7,753 sqft",$589,"$8,402"
"638 Allen Ct NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/638-Allen-Ct-NW-Atlanta-GA-30327/35911815_zpid/,"$1,900,000",6 bds,6 ba,"6,933 sqft","$1,824,167",Single Family,2016,Forced air,Central,Attached Garage,0.48 acres,$274,"$9,676"
"2479 Peachtree Rd NE APT 1215, Atlanta, GA 30305",https://www.zillow.com/homedetails/2479-Peachtree-Rd-NE-APT-1215-Atlanta-GA-30305/65468437_zpid/,"$225,000",2 bds,2 ba,"1,062 sqft","$220,674",Condo,1967,Forced air,Central,4 spaces,$691/month,$212,"$1,829"
"875 Glen Arden Way NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/875-Glen-Arden-Way-NE-Atlanta-GA-30306/98004335_zpid/,"$2,100,000",5 bds,6 ba,"7,130 sqft","$2,010,810",Single Family,2007,Forced air,Central,6 spaces,0.39 acres,$295,"$10,694"
"1007 Summit North Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1007-Summit-North-Dr-NE-Atlanta-GA-30324/65466831_zpid/,"$209,900",2 bds,2 ba,"1,280 sqft","$204,876",Condo,1982,Forced air,Central,2 spaces,$347/month,$164,"$1,409"
"1887 Lenox Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1887-Lenox-Rd-NE-Atlanta-GA-30306/35927130_zpid/,"$875,000",3 bds,3 ba,"2,873 sqft","$851,359",Single Family,1954,Forced air,Central,2 spaces,0.85 acres,$305,"$4,456"
"1887 Lenox Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1887-Lenox-Rd-NE-Atlanta-GA-30306/35927130_zpid/,"$875,000",3 bds,3 ba,"2,873 sqft","$851,359",Single Family,1954,Forced air,Central,2 spaces,0.85 acres,$305,"$4,456"
"2208 Forrest Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2208-Forrest-Pl-NW-Atlanta-GA-30318/35923856_zpid/,"$225,000",2 bds,1 ba,"1,056 sqft","$219,193",Single Family,1940,Other,Central,2 spaces,"7,501 sqft",$213,"$1,138"
"2626 Peachtree Rd NW UNIT 405, Atlanta, GA 30305",https://www.zillow.com/homedetails/2626-Peachtree-Rd-NW-UNIT-405-Atlanta-GA-30305/71758373_zpid/,"$248,000",1 bd,2 ba,"1,031 sqft","$248,000",Condo,2007,Forced air,Central,No Data,$550/month,$241,"$1,805"
"2413 River Green Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2413-River-Green-Dr-NW-Atlanta-GA-30327/65470761_zpid/,"$235,000",2 bds,1 ba,"1,160 sqft","$234,186",Condo,1991,Forced air,Central,Attached Garage,$350/month,$203,"$1,539"
"115 Peachtree Memorial Dr NW APT E4, Atlanta, GA 30309",https://www.zillow.com/homedetails/115-Peachtree-Memorial-Dr-NW-APT-E4-Atlanta-GA-30309/69366042_zpid/,"$277,000",2 bds,1 ba,"1,077 sqft","$270,484",Condo,1948,Forced air,Central,2 spaces,$350/month,$257,"$1,713"
"1031 Juniper St NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/1031-Juniper-St-NE-Atlanta-GA-30309/35898594_zpid/,"$1,250,000",4 bds,3 ba,"4,261 sqft",,Single Family,1920,No Data,No Data,2 spaces,"4,138 sqft",$293,"$6,366"
"610 E Paces Ferry Rd NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/610-E-Paces-Ferry-Rd-NE-Atlanta-GA-30305/35928568_zpid/,"$720,000",3 bds,4 ba,"2,005 sqft","$707,948",Single Family,1930,Forced air,Central,1 space,0.35 acres,$359,"$3,667"
"9 Surry County Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/9-Surry-County-Pl-NW-Atlanta-GA-30318/35920607_zpid/,"$278,500",2 bds,3 ba,"1,320 sqft","$278,500",Townhouse,1979,Forced air,Central,1 space,"1,319 sqft",$211,"$1,654"
"943 Peachtree St NE UNIT 1215, Atlanta, GA 30309",https://www.zillow.com/homedetails/943-Peachtree-St-NE-UNIT-1215-Atlanta-GA-30309/65468848_zpid/,"$279,900",1 bd,1 ba,768 sqft,"$275,318",Condo,2002,Forced air,Central,Attached Garage,$358/month,$364,"$1,735"
"270 17th St NW UNIT 1906, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-1906-Atlanta-GA-30363/2098056717_zpid/,"$329,000",1 bd,2 ba,"1,049 sqft","$319,270",Condo,2015,Forced air,Central,1 space,$420/month,$314,"$2,039"
"1913 Maritime Way NW # 140, Atlanta, GA",https://www.zillow.com/homedetails/1913-Maritime-Way-NW-140-Atlanta-GA-30318/2082652696_zpid/,"$537,900",4 bds,4 ba,"2,354 sqft","$530,032",Townhouse,2019,No Data,No Data,No Data,No Data,$229,"$2,797"
"1915 Maritime Way NW, Atlanta, GA",https://www.zillow.com/homedetails/1915-Maritime-Way-NW-Atlanta-GA-30318/2082652729_zpid/,"$542,900",3 bds,4 ba,"2,234 sqft","$534,712",Townhouse,2019,No Data,No Data,2 spaces,No Data,$243,"$2,822"
"1917 Maritime Way NW # 138, Atlanta, GA",https://www.zillow.com/homedetails/1917-Maritime-Way-NW-138-Atlanta-GA-30318/2082652730_zpid/,"$544,900",4 bds,4 ba,"2,354 sqft","$533,306",Townhouse,2019,No Data,No Data,2 spaces,No Data,$231,"$2,832"
"1915 Maritime Way NW # 139, Atlanta, GA",https://www.zillow.com/homedetails/1915-Maritime-Way-NW-139-Atlanta-GA-30318/2082652723_zpid/,"$542,900",3 bds,4 ba,"2,354 sqft","$532,042",Townhouse,2019,No Data,No Data,2 spaces,No Data,$231,"$2,822"
"16 Stratford Hall Pl NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/16-Stratford-Hall-Pl-NE-Atlanta-GA-30342/35941920_zpid/,"$359,000",3 bds,3 ba,"1,400 sqft","$349,942",Townhouse,1975,Forced air,Other,2 spaces,"1,080 sqft",$256,"$2,156"
"2660 Peachtree Rd NW APT 18A, Atlanta, GA 30305",https://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-18A-Atlanta-GA-30305/35901688_zpid/,"$699,000",2 bds,2 ba,"2,403 sqft","$684,977",Condo,1987,Forced air,Central,No Data,"$1,233/month",$291,"$4,793"
"775 Stovall Blvd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/775-Stovall-Blvd-NE-Atlanta-GA-30342/35928067_zpid/,"$488,000",3 bds,2 ba,"1,780 sqft",,Single Family,1948,Forced air,Central,1 space,0.52 acres,$274,"$2,402"
"775 Amsterdam Ave NE, Atlanta, GA",https://www.zillow.com/homedetails/775-Amsterdam-Ave-NE-Atlanta-GA-30306/35930664_zpid/,"$1,795,000",5 bds,6 ba,"5,247 sqft","$1,734,692",Single Family,2019,Forced air,Central,Attached Garage,"7,579 sqft",$342,"$9,141"
"1195 Niles Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1195-Niles-Ave-NW-Atlanta-GA-30318/35916512_zpid/,"$449,000",2 bds,2 ba,"1,384 sqft","$432,442",Single Family,1920,Forced air,Central,4 spaces,0.46 acres,$324,"$2,210"
"1756 W Paces Ferry Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1756-W-Paces-Ferry-Rd-NW-Atlanta-GA-30327/35920023_zpid/,"$1,495,000",4 bds,6 ba,"5,000 sqft","$1,433,523",Single Family,1984,Forced air,Central,Attached Garage,1 acre,$299,"$7,613"
"1065 Peachtree St NE UNIT 3302, Atlanta, GA 30309",https://www.zillow.com/homedetails/1065-Peachtree-St-NE-UNIT-3302-Atlanta-GA-30309/171603303_zpid/,"$1,599,000",3 bds,3 ba,"2,289 sqft","$1,522,332",Condo,2010,Forced air,Central,2 spaces,No Data,$699,"$8,143"
"882 Bonneville Ter NW, Atlanta, GA 30331",https://www.zillow.com/homedetails/882-Bonneville-Ter-NW-Atlanta-GA-30331/35872008_zpid/,"$163,999",3 bds,3 ba,"1,108 sqft","$158,165",Single Family,1961,Other,Central,No Data,"9,644 sqft",$148,$830
"3669 Peachtree Rd NE APT 3D, Atlanta, GA 30319",https://www.zillow.com/homedetails/3669-Peachtree-Rd-NE-APT-3D-Atlanta-GA-30319/65465384_zpid/,"$225,000",2 bds,1 ba,"1,132 sqft","$221,884",Condo,1960,Forced air,Central,2 spaces,$387/month,$199,"$1,525"
"1072 Cumberland Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1072-Cumberland-Rd-NE-Atlanta-GA-30306/35925701_zpid/,"$1,750,000",5 bds,6 ba,"4,300 sqft","$1,684,480",Single Family,2019,Forced air,Central,2 spaces,1 acre,$407,"$8,912"
"3324 Peachtree Rd NE UNIT 2118, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-2118-Atlanta-GA-30326/82624601_zpid/,"$435,000",2 bds,2 ba,"1,223 sqft","$427,250",Condo,2005,Forced air,Central,4 spaces,$535/month,$356,"$2,676"
"1945 Woodland Hills Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1945-Woodland-Hills-Ave-NW-Atlanta-GA-30318/35915969_zpid/,"$364,000",2 bds,1 ba,880 sqft,,Single Family,1950,Forced air,Central,No Data,0.25 acres,$414,"$1,791"
"223 Pineland Rd NW, Atlanta, GA 30342",https://www.zillow.com/homedetails/223-Pineland-Rd-NW-Atlanta-GA-30342/35902629_zpid/,"$895,000",4 bds,3 ba,"2,387 sqft","$865,545",Single Family,1967,Forced air,Central,No Data,1.09 acres,$375,"$4,558"
"860 Peachtree St NE UNIT 1116, Atlanta, GA 30308",https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-1116-Atlanta-GA-30308/71757856_zpid/,"$245,500",1 bd,1 ba,606 sqft,"$241,145",Condo,2005,"Forced air, Heat pump",Central,1 space,$23/month,$405,"$1,265"
"1686 Mary George Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1686-Mary-George-Ave-NW-Atlanta-GA-30318/35922500_zpid/,"$110,900",3 bds,3 ba,"1,056 sqft","$104,201",Single Family,1961,Forced air,Other,No Data,"8,712 sqft",$105,$592
"3324 Peachtree Rd NE UNIT 2301, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-2301-Atlanta-GA-30326/82622276_zpid/,"$445,000",2 bds,2 ba,"1,224 sqft","$437,448",Condo,2005,Forced air,Central,No Data,$534/month,$364,"$2,724"
"250 Pharr Rd NE APT 1213, Atlanta, GA 30305",https://www.zillow.com/homedetails/250-Pharr-Rd-NE-APT-1213-Atlanta-GA-30305/69377660_zpid/,"$367,900",2 bds,2 ba,"1,233 sqft","$359,313",Condo,2004,Forced air,Central,No Data,$475/month,$298,"$2,286"
"2175 Main St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2175-Main-St-NW-Atlanta-GA-30318/65442399_zpid/,"$375,000",4 bds,3 ba,"2,198 sqft","$373,840",Single Family,2003,Forced air,Central,Off street,"9,104 sqft",$171,"$1,845"
"2095 Silas Way NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2095-Silas-Way-NW-Atlanta-GA-30318/82390041_zpid/,"$375,000",3 bds,4 ba,"2,601 sqft","$368,003",Townhouse,2006,Forced air,Central,2 spaces,"3,920 sqft",$144,"$2,030"
"453 Manor Ridge Dr NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/453-Manor-Ridge-Dr-NW-Atlanta-GA-30305/35907986_zpid/,"$2,350,000",4 bds,6 ba,"4,800 sqft",,Single Family,1939,Forced air,Central,2 spaces,0.66 acres,$490,"$11,967"
"1333 Berwick Ave NE, Atlanta, GA",https://www.zillow.com/homedetails/1333-Berwick-Ave-NE-Atlanta-GA-30306/35918629_zpid/,"$1,700,000",5 bds,4 ba,"3,500 sqft","$1,644,336",Single Family,2019,Forced air,Central,Detached Garage,"9,104 sqft",$486,"$8,657"
"704 Cedar Chase Cir NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/704-Cedar-Chase-Cir-NE-Atlanta-GA-30324/35929109_zpid/,"$295,000",2 bds,3 ba,"1,509 sqft","$288,770",Condo,1982,Forced air,Central,No Data,$35/month,$195,"$1,487"
"1464 Fairmont Ave NW, Atlanta, GA",https://www.zillow.com/homedetails/1464-Fairmont-Ave-NW-Atlanta-GA-30318/2082668538_zpid/,"$678,353",4 bds,4 ba,"2,582 sqft","$667,386",Single Family,2019,No Data,No Data,No Data,No Data,$263,"$3,495"
"1466 Fairmont Ave NW, Atlanta, GA",https://www.zillow.com/homedetails/1466-Fairmont-Ave-NW-Atlanta-GA-30318/2082668570_zpid/,"$683,349",3 bds,4 ba,"3,040 sqft","$671,477",Single Family,2019,No Data,No Data,No Data,No Data,$225,"$3,521"
"1468 Fairmont Ave NW, Atlanta, GA",https://www.zillow.com/homedetails/1468-Fairmont-Ave-NW-Atlanta-GA-30318/2082668629_zpid/,"$660,457",3 bds,5 ba,"2,643 sqft","$642,930",Single Family,2019,No Data,No Data,No Data,No Data,$250,"$3,404"
"1110 Cordia Ave NW # 29, Atlanta, GA 30318",https://www.zillow.com/homedetails/1110-Cordia-Ave-NW-29-Atlanta-GA-30318/2101402953_zpid/,"$849,999",4 bds,5 ba,"3,832 sqft","$828,063",Townhouse,2017,No Data,No Data,No Data,"1,132 sqft",$222,"$4,504"
"1228 Liberty Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1228-Liberty-Pkwy-NW-Atlanta-GA-30318/71759372_zpid/,"$265,000",3 bds,4 ba,"1,326 sqft","$263,606",Townhouse,2005,Forced air,Central,1 space,653 sqft,$200,"$1,619"
"1141 Reeder Cir NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1141-Reeder-Cir-NE-Atlanta-GA-30306/35918491_zpid/,"$899,000",4 bds,4 ba,"2,880 sqft","$895,803",Single Family,1932,Forced air,Central,Detached Garage,"9,147 sqft",$312,"$4,578"
"3530 Piedmont Rd NE APT 1E, Atlanta, GA 30305",https://www.zillow.com/homedetails/3530-Piedmont-Rd-NE-APT-1E-Atlanta-GA-30305/35942974_zpid/,"$350,000",3 bds,2 ba,"1,808 sqft",,Single Family,1983,Forced air,Central,No Data,"1,808 sqft",$194,"$1,722"
"4032 Powers Ferry Rd NW, Atlanta, GA",https://www.zillow.com/homedetails/4032-Powers-Ferry-Rd-NW-Atlanta-GA-30342/35902658_zpid/,"$2,190,000",5 bds,6 ba,"3,375 sqft","$2,103,513",Single Family,2019,Forced air,Central,2 spaces,0.44 acres,$649,"$11,152"
"2049 Westside Blvd, Atlanta, GA",https://www.zillow.com/homedetails/2049-Westside-Blvd-Atlanta-GA-30318/283676364_zpid/,"$599,900",3 bds,3 ba,"2,922 sqft","$581,615",Single Family,2019,No Data,No Data,No Data,"4,878 sqft",$205,"$3,022"
"1029 Piedmont Ave NE APT 303, Atlanta, GA 30309",https://www.zillow.com/homedetails/1029-Piedmont-Ave-NE-APT-303-Atlanta-GA-30309/65469003_zpid/,"$235,000",1 bd,1 ba,907 sqft,"$231,259",Condo,2001,Forced air,Central,1 space,$503/month,$259,"$1,692"
"3324 Peachtree Rd NE UNIT 1011, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-1011-Atlanta-GA-30326/82628708_zpid/,"$245,000",1 bd,1 ba,798 sqft,"$239,302",Condo,2005,Heat pump,Central,1 space,$348/month,$307,"$1,587"
"50 Biscayne Dr NW UNIT 4106, Atlanta, GA 30309",https://www.zillow.com/homedetails/50-Biscayne-Dr-NW-UNIT-4106-Atlanta-GA-30309/69379330_zpid/,"$389,900",2 bds,3 ba,"1,573 sqft","$389,900",Condo,2003,"Forced air, Heat pump",Central,2 spaces,$726/month,$248,"$2,645"
"3344 Peachtree Rd NE UNIT 3502, Atlanta, GA 30326",https://www.zillow.com/homedetails/3344-Peachtree-Rd-NE-UNIT-3502-Atlanta-GA-30326/92191666_zpid/,"$1,499,000",2 bds,3 ba,"2,908 sqft",,Condo,2008,Heat pump,Central,2 spaces,No Data,$515,"$7,634"
"2795 Peachtree Rd NE UNIT 2301, Atlanta, GA 30305",https://www.zillow.com/homedetails/2795-Peachtree-Rd-NE-UNIT-2301-Atlanta-GA-30305/88817684_zpid/,"$775,000",2 bds,3 ba,"1,680 sqft",,Condo,2007,Forced air,Central,No Data,$632/month,$461,"$4,579"
"2180 Defoors Ferry Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2180-Defoors-Ferry-Rd-NW-Atlanta-GA-30318/35916985_zpid/,"$489,900",3 bds,3 ba,"2,604 sqft","$481,539",Single Family,1981,Forced air,Central,2 spaces,"4,321 sqft",$188,"$2,616"
"2840 Peachtree Rd NE # 403, Atlanta, GA 30305",https://www.zillow.com/homedetails/2840-Peachtree-Rd-NE-403-Atlanta-GA-30305/2082679894_zpid/,"$194,900",1 bd,1 ba,851 sqft,"$186,426",Condo,1925,No Data,No Data,1 space,$495/month,$229,"$1,481"
"856 Briarcliff Rd NE APT 14, Atlanta, GA 30306",https://www.zillow.com/homedetails/856-Briarcliff-Rd-NE-APT-14-Atlanta-GA-30306/2082680652_zpid/,"$188,000",1 bd,1 ba,673 sqft,"$191,573",Condo,1940,Forced air,Central,1 space,$21/month,$279,$978
"3585 Roxboro Rd NE # 10, Atlanta, GA 30326",https://www.zillow.com/homedetails/3585-Roxboro-Rd-NE-10-Atlanta-GA-30326/2142523399_zpid/,"$949,900",4 bds,5 ba,"3,530 sqft","$924,500",Townhouse,2007,No Data,No Data,2 spaces,0.37 acres,$269,"$5,437"
"625 Broadview Ter NE, Atlanta, GA",https://www.zillow.com/homedetails/625-Broadview-Ter-NE-Atlanta-GA-30324/249123056_zpid/,"$713,310",3 bds,4 ba,"2,685 sqft","$700,419",Single Family,No Data,No Data,No Data,2 spaces,"1,568 sqft",$266,"$3,632"
"40 W 12th St # 1503, Atlanta, GA 30309",https://www.zillow.com/homedetails/40-W-12th-St-1503-Atlanta-GA-30309/2082686597_zpid/,"$1,607,960",3 bds,3 ba,"2,096 sqft","$1,547,286",Condo,No Data,Forced air,Central,No Data,"$1,422/month",$767,"$9,610"
"232 Midvale Dr NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/232-Midvale-Dr-NE-Atlanta-GA-30342/35941675_zpid/,"$750,000",4 bds,3 ba,"3,186 sqft",,Single Family,1945,Forced air,Central,"Carport, Detached Garage","9,583 sqft",$235,"$3,819"
"270 17th St NW UNIT 1213, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-1213-Atlanta-GA-30363/112433274_zpid/,"$549,900",2 bds,3 ba,"1,536 sqft","$540,350",Condo,2009,Forced air,Central,2 spaces,$613/month,$358,"$3,319"
"825 Highland Ln NE APT 1204, Atlanta, GA 30306",https://www.zillow.com/homedetails/825-Highland-Ln-NE-APT-1204-Atlanta-GA-30306/69365595_zpid/,"$449,900",2 bds,2 ba,"1,404 sqft","$442,656",Condo,2004,Forced air,Central,Attached Garage,$355/month,$320,"$2,569"
"98 14th St NE UNIT 2001, Atlanta, GA",https://www.zillow.com/homedetails/98-14th-St-NE-UNIT-2001-Atlanta-GA-30309/2082689962_zpid/,"$913,900",2 bds,3 ba,"1,378 sqft","$894,305",Condo,2019,No Data,No Data,2 spaces,No Data,$663,"$4,654"
"1861 Woodland Hills Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1861-Woodland-Hills-Ave-NW-Atlanta-GA-30318/35915978_zpid/,"$375,000",2 bds,1 ba,"1,072 sqft","$362,288",Single Family,1950,Forced air,Central,2 spaces,"9,321 sqft",$350,"$1,845"
"3820 Roswell Rd NE UNIT 204, Atlanta, GA 30342",https://www.zillow.com/homedetails/3820-Roswell-Rd-NE-UNIT-204-Atlanta-GA-30342/71759041_zpid/,"$285,000",1 bd,1 ba,964 sqft,"$280,605",Condo,2005,Forced air,Central,1 space,$375/month,$296,"$1,778"
"1071 Cato St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1071-Cato-St-NW-Atlanta-GA-30318/35921079_zpid/,"$100,000",2 bds,1 ba,878 sqft,"$98,531",Single Family,1955,Forced air,Other,No Data,0.26 acres,$114,$534
"4366 Skyland Dr NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4366-Skyland-Dr-NE-Atlanta-GA-30342/35934121_zpid/,"$850,000",1.15 acres lot,,,,,,,,,,,"$4,329"
"2770 Carmon On Wesley NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2770-Carmon-On-Wesley-NW-Atlanta-GA-30327/35911122_zpid/,"Est. $934,005",4 bds,4.5 ba,"4,386 sqft","$934,005",Single Family,1990,Forced air,Central,No Data,0.46 acres,,"$4,756"
"1886 Charles Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1886-Charles-Pl-NW-Atlanta-GA-30318/35921179_zpid/,"Est. $125,853",2 bds,1 ba,"1,596 sqft","$125,853",Single Family,1940,Forced air,Central,No Data,0.26 acres,,$637
"2745 Crescendo Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2745-Crescendo-Dr-NW-Atlanta-GA-30318/35864874_zpid/,"Est. $40,697",3 bds,1 ba,"1,134 sqft","$40,697",Single Family,1962,Other,Central,No Data,0.28 acres,,$217
"295 Lakemoore Dr NE APT C, Atlanta, GA 30342",https://www.zillow.com/homedetails/295-Lakemoore-Dr-NE-APT-C-Atlanta-GA-30342/35933881_zpid/,"$184,900",2 bds,2 ba,"1,102 sqft","$184,762",Condo,1952,Forced air,Central,No Data,$302/month,$168,"$1,237"
