Title,Title_link,list-card-price,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price/sqft,Monthly cost
"900 Los Angeles Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/900-Los-Angeles-Ave-NE-Atlanta-GA-30306/35895157_zpid/,"$1,095,000",5 bds,4 ba,"3,097 sqft","$1,061,632",Single Family,1945,Forced air,Central,Off street,0.32 acres,$354,"$5,571"
"476 Loridans Dr NE, Atlanta, GA",https://www.zillow.com/homedetails/476-Loridans-Dr-NE-Atlanta-GA-30342/35934163_zpid/,"$1,800,000",5 bds,6 ba,"5,032 sqft","$1,730,480",Single Family,2019,Forced air,Central,6 spaces,0.79 acres,$358,"$9,157"
"1082 High Point Dr NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1082-High-Point-Dr-NE-Atlanta-GA-30306/35918380_zpid/,"$589,000",2 bds,2 ba,"1,576 sqft","$574,275",Single Family,1925,Forced air,Central,1 space,"5,201 sqft",$374,"$2,906"
"2493 Burtz St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2493-Burtz-St-NW-Atlanta-GA-30318/69375169_zpid/,"$345,900",4 bds,4 ba,"2,100 sqft","$339,505",Single Family,1930,Forced air,Central,2 spaces,"7,492 sqft",$165,"$1,701"
"850 Piedmont Ave NE UNIT 2305, Atlanta, GA 30308",https://www.zillow.com/homedetails/850-Piedmont-Ave-NE-UNIT-2305-Atlanta-GA-30308/2103856740_zpid/,"$399,000",2 bds,2 ba,"1,586 sqft","$452,754",Condo,2000,Forced air,"Central, Other",2 spaces,$34/month,$252,"$1,996"
"2865 Lenox Rd NE APT 511, Atlanta, GA 30324",https://www.zillow.com/homedetails/2865-Lenox-Rd-NE-APT-511-Atlanta-GA-30324/65465074_zpid/,"$220,000",1 bd,1 ba,"1,080 sqft","$219,995",Single Family,2002,Forced air,Central,1 space,"1,089 sqft",$204,"$1,151"
"3635 E Paces Cir NE UNIT 1306, Atlanta, GA 30326",https://www.zillow.com/homedetails/3635-E-Paces-Cir-NE-UNIT-1306-Atlanta-GA-30326/92193890_zpid/,"$435,900",2 bds,3 ba,"1,695 sqft","$426,765",Condo,2008,Forced air,Central,No Data,$519/month,$257,"$2,663"
"2393 Montview Dr NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/2393-Montview-Dr-NW-Atlanta-GA-30305/35908105_zpid/,"$860,000",4 bds,4 ba,"3,305 sqft","$920,257",Single Family,1990,Forced air,Central,2 spaces,0.49 acres,$260,"$4,375"
"3820 Roswell Rd NE UNIT 814, Atlanta, GA 30342",https://www.zillow.com/homedetails/3820-Roswell-Rd-NE-UNIT-814-Atlanta-GA-30342/71755961_zpid/,"$274,000",1 bd,1 ba,964 sqft,"$266,852",Condo,2005,Other,Central,2 spaces,$407/month,$284,"$1,754"
"3481 Lakeside Dr NE # 3504/TS4, Atlanta, GA 30326",https://www.zillow.com/homedetails/3481-Lakeside-Dr-NE-3504-TS4-Atlanta-GA-30326/2088993892_zpid/,"$499,000",2 bds,3 ba,"1,650 sqft","$486,122",Condo,1990,No Data,No Data,2 spaces,$868/month,$302,"$3,322"
"3131 Dale Dr NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/3131-Dale-Dr-NE-Atlanta-GA-30305/35928776_zpid/,"$649,000",4 bds,3 ba,"3,005 sqft","$608,589",Single Family,1961,Forced air,Central,5 spaces,1.13 acres,$216,"$3,302"
"136 Peachtree Memorial Dr NW #GA2, Atlanta, GA 30309",https://www.zillow.com/homedetails/136-Peachtree-Memorial-Dr-NW-GA2-Atlanta-GA-30309/35900895_zpid/,"$249,945",2 bds,2 ba,"1,108 sqft","$244,389",Condo,1975,Other,Central,2 spaces,$27/month,$226,"$1,296"
"2446 N Decatur Rd, Decatur, GA 30033",https://www.zillow.com/homedetails/2446-N-Decatur-Rd-Decatur-GA-30033/14519449_zpid/,"$399,900",4 bds,3 ba,"2,233 sqft",,,,,,,,,
"716 Amsterdam Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/716-Amsterdam-Ave-NE-Atlanta-GA-30306/35930411_zpid/,"$975,000",5 bds,4 ba,"2,989 sqft",,Single Family,1940,Forced air,Central,Detached Garage,1 acre,$326,"$4,960"
"2017 Rockledge Rd NE # 51, Atlanta, GA",https://www.zillow.com/homedetails/2017-Rockledge-Rd-NE-51-Atlanta-GA-30324/2082539573_zpid/,"$523,020",3 bds,4 ba,-- sqft,"$515,855",Townhouse,2019,Forced air,Central,No Data,"9,147 sqft",No Data,"$2,757"
"220 Semel Cir NW UNIT 180, Atlanta, GA 30309",https://www.zillow.com/homedetails/220-Semel-Cir-NW-UNIT-180-Atlanta-GA-30309/88818257_zpid/,"$325,000",2 bds,3 ba,"1,284 sqft","$321,051",Townhouse,2007,Forced air,Central,2 spaces,426 sqft,$253,"$1,802"
"3338 Peachtree Rd NE APT 3001, Atlanta, GA 30326",https://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-APT-3001-Atlanta-GA-30326/2083250264_zpid/,"$479,000",2 bds,2 ba,"1,429 sqft","$471,510",Condo,2004,Forced air,Central,2 spaces,$585/month,$335,"$2,941"
"1910 Woodland Hills Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1910-Woodland-Hills-Ave-NW-Atlanta-GA-30318/35916055_zpid/,"$589,000",3 bds,3 ba,"2,031 sqft","$578,387",Single Family,1997,Forced air,Central,2 spaces,0.35 acres,$290,"$2,906"
"1611 Doncaster Dr NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/1611-Doncaster-Dr-NE-Atlanta-GA-30309/35897512_zpid/,"$989,000",4 bds,3 ba,"2,072 sqft","$961,866",Single Family,1950,Forced air,Central,2 spaces,0.55 acres,$477,"$5,031"
"2660 Peachtree Rd NW APT 25F, Atlanta, GA 30305",https://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-25F-Atlanta-GA-30305/35901831_zpid/,"$995,000",2 bds,2 ba,"2,403 sqft","$955,200",Condo,1987,Forced air,Central,No Data,"$1,233/month",$414,"$6,295"
"700 Park Regency Pl NE APT 602, Atlanta, GA 30326",https://www.zillow.com/homedetails/700-Park-Regency-Pl-NE-APT-602-Atlanta-GA-30326/65466356_zpid/,"$350,000",1 bd,1 ba,"1,143 sqft","$346,382",Condo,2001,Heat pump,Central,1 space,"$1,200/month",$306,"$2,921"
"2960 Pharr Court South NW APT S1, Atlanta, GA 30305",https://www.zillow.com/homedetails/2960-Pharr-Court-South-NW-APT-S1-Atlanta-GA-30305/35894823_zpid/,"$549,000",2 bds,3 ba,"2,402 sqft","$539,962",Condo,1989,Forced air,Central,No Data,$577/month,$229,"$3,277"
"2575 Peachtree Rd NE APT 7A, Atlanta, GA 30305",https://www.zillow.com/homedetails/2575-Peachtree-Rd-NE-APT-7A-Atlanta-GA-30305/35896637_zpid/,"$895,000",3 bds,3 ba,"1,934 sqft","$882,788",Condo,1969,Forced air,Central,2 spaces,"$1,608/month",$463,"$6,161"
"2660 Peachtree Rd NW APT 8D, Atlanta, GA 30305",https://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-8D-Atlanta-GA-30305/35901761_zpid/,"$624,900",1 bd,2 ba,"1,855 sqft","$607,779",Condo,1987,Forced air,Central,No Data,$952/month,$337,"$4,131"
"2660 Peachtree Rd NW APT 13E, Atlanta, GA 30305",https://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-13E-Atlanta-GA-30305/35901789_zpid/,"$949,000",3 bds,2 ba,"2,951 sqft","$917,749",Condo,1987,Forced air,Central,No Data,"$1,515/month",$322,"$6,343"
"3636 Habersham Rd NW APT 1305, Atlanta, GA 30305",https://www.zillow.com/homedetails/3636-Habersham-Rd-NW-APT-1305-Atlanta-GA-30305/35942708_zpid/,"$192,000",1 bd,1 ba,989 sqft,"$191,986",Condo,1997,Forced air,Central,1 space,$475/month,$194,"$1,450"
"361 17th St NW UNIT 1803, Atlanta, GA 30363",https://www.zillow.com/homedetails/361-17th-St-NW-UNIT-1803-Atlanta-GA-30363/71758270_zpid/,"Est. $403,036",2 bds,2 ba,"1,743 sqft","$403,036",Condo,2005,Forced air,Central,No Data,"$4,869/month",No Data,"$6,851"
"2232 Harry Brooks Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2232-Harry-Brooks-Dr-NW-Atlanta-GA-30318/65470824_zpid/,"$434,999",3 bds,3 ba,"2,010 sqft",,Single Family,2001,Forced air,Central,No Data,"5,227 sqft",$216,"$2,189"
"3338 Peachtree Rd NE APT 1807, Atlanta, GA 30326",https://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-APT-1807-Atlanta-GA-30326/69371414_zpid/,"$400,000",2 bds,2 ba,"1,270 sqft","$392,605",Condo,2004,Forced air,Central,No Data,$408/month,$315,"$2,375"
"3667 Peachtree Rd NE # 5, Atlanta, GA",https://www.zillow.com/homedetails/3667-Peachtree-Rd-NE-5-Atlanta-GA-30319/2093696977_zpid/,"$755,000",3 bds,4 ba,"2,459 sqft",,Townhouse,2018,Heat pump,Central,Attached Garage,No Data,$307,"$3,841"
"2870 Pharr Ct S NW APT 1902, Atlanta, GA 30305",https://www.zillow.com/homedetails/2870-Pharr-Ct-S-NW-APT-1902-Atlanta-GA-30305/2101204355_zpid/,"$187,000",1 bd,1 ba,807 sqft,"$181,467",Condo,1988,Forced air,Central,No Data,$319/month,$232,"$1,268"
"4017 Hazel Nut Ln, Atlanta, GA",https://www.zillow.com/homedetails/4017-Hazel-Nut-Ln-Atlanta-GA-30342/283678465_zpid/,"$1,024,900",4 bds,5 ba,"3,572 sqft","$997,609",Single Family,2019,Forced air,Central,Attached Garage,"2,614 sqft",$287,"$5,214"
"3849 N Stratford Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/3849-N-Stratford-Rd-NE-Atlanta-GA-30342/35928121_zpid/,"$1,565,000",5 bds,6 ba,"6,671 sqft",,Single Family,2010,Forced air,Central,Attached Garage,0.55 acres,$235,"$7,962"
"2427 Brantley St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2427-Brantley-St-NW-Atlanta-GA-30318/65442377_zpid/,"$320,000",3 bds,2 ba,"1,445 sqft","$320,000",Single Family,2002,Forced air,Central,Attached Garage,"7,884 sqft",$221,"$1,574"
"27 W Wesley Rdg NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/27-W-Wesley-Rdg-NW-Atlanta-GA-30327/35921946_zpid/,"$1,875,000",6 bds,7 ba,"7,520 sqft",,Single Family,1981,Forced air,Central,Attached Garage,2.3 acres,$249,"$9,548"
"2408 Howell Mill Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2408-Howell-Mill-Rd-NW-Atlanta-GA-30318/35914965_zpid/,"$875,000",4 bds,4 ba,"3,500 sqft","$839,955",Single Family,1951,"Forced air, Other","Central, Other",4 spaces,0.65 acres,$250,"$4,456"
"1207 Pine Heights Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1207-Pine-Heights-Dr-NE-Atlanta-GA-30324/55017157_zpid/,"$175,000",1 bd,1 ba,831 sqft,"$172,296",Condo,1986,Forced air,Central,1 space,$317/month,$211,"$1,205"
"50 Biscayne Dr NW UNIT 6102, Atlanta, GA 30309",https://www.zillow.com/homedetails/50-Biscayne-Dr-NW-UNIT-6102-Atlanta-GA-30309/65469915_zpid/,"$325,000",1 bd,2 ba,981 sqft,"$323,564",Condo,2002,"Forced air, Heat pump",Central,2 spaces,$452/month,$331,"$2,052"
"186 Le Brun Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/186-Le-Brun-Rd-NE-Atlanta-GA-30342/35942424_zpid/,"$719,900",5 bds,4 ba,"2,549 sqft","$695,471",Single Family,1957,Forced air,Central,2 spaces,0.55 acres,$282,"$3,666"
"1207 Pine Heights Dr NE # 1207, Atlanta, GA 30324",https://www.zillow.com/homedetails/1207-Pine-Heights-Dr-NE-1207-Atlanta-GA-30324/2103143480_zpid/,"$175,000",1 bd,1 ba,831 sqft,"$169,647",Condo,1986,Forced air,Central,1 space,$317/month,$211,"$1,205"
"3324 Peachtree Rd NE UNIT 1519, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-1519-Atlanta-GA-30326/82623457_zpid/,"$415,000",2 bds,2 ba,"1,245 sqft","$406,442",Condo,2005,Forced air,Central,2 spaces,$544/month,$333,"$2,587"
"754 S Grand Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/754-S-Grand-Ave-NW-Atlanta-GA-30318/35856719_zpid/,"$110,000",3 bds,2 ba,"1,064 sqft",,Single Family,1920,Forced air,Central,No Data,"7,601 sqft",$103,$587
"325 E Paces Ferry Rd NE APT 601, Atlanta, GA 30305",https://www.zillow.com/homedetails/325-E-Paces-Ferry-Rd-NE-APT-601-Atlanta-GA-30305/69380674_zpid/,"$420,000",2 bds,2 ba,"1,275 sqft","$377,236",Condo,2004,Forced air,Central,Attached Garage,$577/month,$329,"$2,644"
"403 Summit North Dr NE # 403, Atlanta, GA 30324",https://www.zillow.com/homedetails/403-Summit-North-Dr-NE-403-Atlanta-GA-30324/2097882921_zpid/,"$149,000",1 bd,1 ba,859 sqft,"$142,979",Condo,1982,Forced air,Central,2 spaces,$252/month,$173,"$1,008"
"A-5 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118296_zpid/,"$478,900+",1 bd,1 ba,"1,009 sqft","$459,744",Condo,2019,Heat pump,Central,Attached Garage,No Data,$475,"$2,357"
"361 17th St NW UNIT 704, Atlanta, GA 30363",https://www.zillow.com/homedetails/361-17th-St-NW-UNIT-704-Atlanta-GA-30363/71758336_zpid/,"$204,900",1 bd,1 ba,746 sqft,"$202,145",Condo,2005,Forced air,Central,1 space,$327/month,$275,"$1,367"
"4024 Hazel Nut Ln, Atlanta, GA",https://www.zillow.com/homedetails/4024-Hazel-Nut-Ln-Atlanta-GA-30342/283678639_zpid/,"$999,900",4 bds,5 ba,"3,755 sqft","$968,771",Single Family,2019,Forced air,Central,Attached Garage,"2,614 sqft",$266,"$5,092"
"120 Biscayne Dr NW APT C7, Atlanta, GA 30309",https://www.zillow.com/homedetails/120-Biscayne-Dr-NW-APT-C7-Atlanta-GA-30309/35901135_zpid/,"$179,900",2 bds,2 ba,"1,036 sqft","$179,773",Condo,1964,Forced air,Central,No Data,$378/month,$174,"$1,291"
"1131 Park Overlook Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1131-Park-Overlook-Dr-NE-Atlanta-GA-30324/65465011_zpid/,"$799,000",4 bds,5 ba,"3,741 sqft","$778,124",Single Family,2002,Forced air,Central,3 spaces,"3,441 sqft",$214,"$4,165"
"270 17th St NW UNIT 1612, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-1612-Atlanta-GA-30363/2086122044_zpid/,"$469,900",2 bds,3 ba,"1,369 sqft","$461,591",Condo,2009,Forced air,Central,Attached Garage,$546/month,$343,"$2,859"
"361 17th St NW UNIT 1802, Atlanta, GA 30363",https://www.zillow.com/homedetails/361-17th-St-NW-UNIT-1802-Atlanta-GA-30363/2082571343_zpid/,"$489,000",2 bds,2 ba,"1,753 sqft","$481,625",Condo,2005,No Data,No Data,2 spaces,$855/month,$279,"$3,262"
"2092 Timball Rd NW, Atlanta, GA",https://www.zillow.com/homedetails/2092-Timball-Rd-NW-Atlanta-GA-30318/171563302_zpid/,"$989,900",4 bds,5 ba,"5,116 sqft","$964,273",Single Family,2016,Gas,No Data,Attached Garage,"1,694 sqft",$193,"$5,216"
"2396 Christophers Walk NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2396-Christophers-Walk-NW-Atlanta-GA-30327/35916788_zpid/,"$799,000",5 bds,5 ba,"5,700 sqft","$770,591",Single Family,1968,Forced air,Central,4 spaces,0.58 acres,$140,"$4,069"
"1 Emma Ln NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/1-Emma-Ln-NE-Atlanta-GA-30342/35933847_zpid/,"$6,200,000",7.02 acres lot,,,,,,,,,,,"$31,573"
"25209 Plantation Dr NE # 25209, Atlanta, GA 30324",https://www.zillow.com/homedetails/25209-Plantation-Dr-NE-25209-Atlanta-GA-30324/2104884615_zpid/,"$244,000",2 bds,2 ba,"1,504 sqft","$235,127",Condo,1983,Gas,Central,Attached Garage,$510/month,$162,"$1,748"
"1121 Mcconnell Dr, Decatur, GA 30033",https://www.zillow.com/homedetails/1121-Mcconnell-Dr-Decatur-GA-30033/14531563_zpid/,"$499,000",2 bds,3 ba,"1,664 sqft","$480,432",Single Family,1950,Forced air,Central,Attached Garage,0.6 acres,$300,"$2,473"
"1041 State St NW APT 26, Atlanta, GA 30318",https://www.zillow.com/homedetails/1041-State-St-NW-APT-26-Atlanta-GA-30318/2082576304_zpid/,"$233,000",2 bds,2 ba,886 sqft,"$227,674",Condo,1911,No Data,No Data,1 space,$247/month,$263,"$1,430"
"916 Myrtle St NE APT 2, Atlanta, GA 30309",https://www.zillow.com/homedetails/916-Myrtle-St-NE-APT-2-Atlanta-GA-30309/65469164_zpid/,"$169,500",1 bd,1 ba,520 sqft,"$166,753",Condo,1919,Forced air,Central,1 space,$210/month,$326,"$1,070"
"2947 Rivermeade Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2947-Rivermeade-Dr-NW-Atlanta-GA-30327/35921814_zpid/,"$1,495,000",6 bds,7 ba,"5,797 sqft",,Single Family,1997,Forced air,Central,2 spaces,1.49 acres,$258,"$7,613"
"942 Lenox Hill Ct NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/942-Lenox-Hill-Ct-NE-Atlanta-GA-30324/35936029_zpid/,"$347,000",2 bds,3 ba,"1,316 sqft","$264,432",Townhouse,1984,Forced air,Central,2 spaces,"3,432 sqft",$264,"$1,977"
"400 17th St NW UNIT 1214, Atlanta, GA",https://www.zillow.com/homedetails/400-17th-St-NW-UNIT-1214-Atlanta-GA-30363/69382343_zpid/,"$177,900",1 bd,1 ba,750 sqft,"$176,861",Condo,2005,Forced air,Central,2 spaces,$276/month,$237,"$1,179"
"195 14th St NE UNIT 2507, Atlanta, GA 30309",https://www.zillow.com/homedetails/195-14th-St-NE-UNIT-2507-Atlanta-GA-30309/65469635_zpid/,"$399,900",2 bds,3 ba,"1,146 sqft","$392,595",Condo,2002,Forced air,Other,1 space,$538/month,$349,"$2,506"
"1402 Defoors Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1402-Defoors-Dr-NW-Atlanta-GA-30318/35916177_zpid/,"$300,000",2 bds,2 ba,"1,747 sqft","$292,531",Townhouse,1983,Forced air,Central,2 spaces,"1,698 sqft",$172,"$1,877"
"1258 Fowler St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1258-Fowler-St-NW-Atlanta-GA-30318/35899622_zpid/,"$900,000",4 bds,5 ba,"3,600 sqft","$880,173",Single Family,2008,Forced air,Central,Attached Garage,"4,848 sqft",$250,"$4,583"
"3277 Ivanhoe Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3277-Ivanhoe-Dr-NW-Atlanta-GA-30327/35911161_zpid/,"$775,000",3 bds,4 ba,"2,693 sqft",,Single Family,1964,Forced air,Central,No Data,0.69 acres,$288,"$3,947"
"2026 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2026-Donald-Lee-Hollowell-Pkwy-NW-Atlanta-GA-30318/35856480_zpid/,"$195,000",7 bds,2 ba,"1,906 sqft",,Single Family,1920,Other,Other,No Data,0.29 acres,$102,$990
"3820 Roswell Rd NE UNIT 816, Atlanta, GA 30342",https://www.zillow.com/homedetails/3820-Roswell-Rd-NE-UNIT-816-Atlanta-GA-30342/71754351_zpid/,"$350,000",2 bds,2 ba,"1,270 sqft","$343,895",Condo,2005,Forced air,Central,No Data,$537/month,$276,"$2,260"
"Opus Place T Plan, No. 2 Opus Place",https://www.zillow.com/community/no-2-opus-place/2085110481_zpid/,"$4,336,900+",3 bds,4 ba,"3,997 sqft",,Condo,2019,No Data,No Data,2 spaces,No Data,"$1,085","$22,085"
"142 Elysian Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/142-Elysian-Way-NW-Atlanta-GA-30327/35915164_zpid/,"$239,900",2 bds,2 ba,"1,200 sqft","$234,320",Condo,1968,Other,Central,2 spaces,$414/month,$200,"$1,632"
"361 17th St NW UNIT 1217, Atlanta, GA 30363",https://www.zillow.com/homedetails/361-17th-St-NW-UNIT-1217-Atlanta-GA-30363/71752457_zpid/,"$234,000",1 bd,1 ba,722 sqft,"$231,596",Condo,2005,Other,Central,1 space,$353/month,$324,"$1,541"
"1109 Pine Heights Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1109-Pine-Heights-Dr-NE-Atlanta-GA-30324/55017141_zpid/,"$214,900",2 bds,2 ba,"1,510 sqft","$209,456",Condo,1986,Forced air,Central,Attached Garage,$42/month,$142,"$1,133"
"1768 Marietta Rd NW # 4, Atlanta, GA",https://www.zillow.com/homedetails/1768-Marietta-Rd-NW-4-Atlanta-GA-30318/2082594654_zpid/,"$539,000",3 bds,4 ba,"1,965 sqft","$527,345",Townhouse,2019,No Data,No Data,4 spaces,"4,356 sqft",$274,"$2,653"
"2238 Stephen Long Dr NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/2238-Stephen-Long-Dr-NE-Atlanta-GA-30305/35897103_zpid/,"$1,219,900",5 bds,5 ba,"4,782 sqft","$1,180,033",Single Family,2002,"Forced air, Other",Central,Attached Garage,0.27 acres,$255,"$6,212"
"1109 Pine Heights Dr NE # 1109, Atlanta, GA 30324",https://www.zillow.com/homedetails/1109-Pine-Heights-Dr-NE-1109-Atlanta-GA-30324/2082595140_zpid/,"$214,900",2 bds,2 ba,"1,510 sqft","$207,823",Condo,1986,No Data,No Data,2 spaces,$512/month,$142,"$1,603"
"3235 Roswell Rd NE UNIT 610, Atlanta, GA 30305",https://www.zillow.com/homedetails/3235-Roswell-Rd-NE-UNIT-610-Atlanta-GA-30305/55018945_zpid/,"$299,900",1 bd,1 ba,"1,000 sqft","$299,033",Condo,1999,Forced air,Central,4 spaces,$479/month,$300,"$1,955"
"120 Biscayne Dr NW APT C14, Atlanta, GA 30309",https://www.zillow.com/homedetails/120-Biscayne-Dr-NW-APT-C14-Atlanta-GA-30309/35901142_zpid/,"$187,500",2 bds,2 ba,"1,036 sqft","$182,927",Condo,1964,Forced air,Central,2 spaces,$378/month,$181,"$1,330"
"B-5 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118306_zpid/,"$871,900+",2 bds,3 ba,"1,790 sqft","$841,622",Condo,2019,Heat pump,Central,Attached Garage,No Data,$487,"$4,440"
"4 Vale Close NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/4-Vale-Close-NE-Atlanta-GA-30324/35936045_zpid/,"$775,000",5 bds,5 ba,"4,163 sqft",,Single Family,1997,Forced air,Central,Attached Garage,"9,583 sqft",$186,"$4,147"
"120 Biscayne Dr NW APT C13, Atlanta, GA 30309",https://www.zillow.com/homedetails/120-Biscayne-Dr-NW-APT-C13-Atlanta-GA-30309/35901141_zpid/,"$195,900",2 bds,2 ba,"1,036 sqft","$192,345",Condo,1964,Forced air,Central,Detached Garage,$377/month,$189,"$1,371"
"3530 Piedmont Rd NE APT 11F, Atlanta, GA 30305",https://www.zillow.com/homedetails/3530-Piedmont-Rd-NE-APT-11F-Atlanta-GA-30305/35942998_zpid/,"$374,900",2 bds,2 ba,"1,527 sqft","$373,371",Condo,1976,Forced air,"Central, Other",1 space,$910/month,$246,"$2,755"
"3648 Peachtree Rd NE # 1, Atlanta, GA 30319",https://www.zillow.com/homedetails/3648-Peachtree-Rd-NE-1-Atlanta-GA-30319/2082599913_zpid/,"$185,000",2 bds,1 ba,"1,100 sqft","$180,330",Condo,1961,No Data,No Data,No Data,$383/month,$168,"$1,322"
"PH-9 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118313_zpid/,"$1,320,900+",2 bds,3 ba,"2,369 sqft","$1,278,679",Condo,2019,Heat pump,Central,Attached Garage,No Data,$558,"$6,727"
"221 Beverly Rd NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/221-Beverly-Rd-NE-Atlanta-GA-30309/35897585_zpid/,"$1,300,000",5 bds,4 ba,"3,155 sqft",,Single Family,1948,Forced air,Central,Detached Garage,0.3 acres,$412,"$6,620"
"741 Frederica St NE APT 20, Atlanta, GA 30306",https://www.zillow.com/homedetails/741-Frederica-St-NE-APT-20-Atlanta-GA-30306/71752523_zpid/,"$214,000",1 bd,1 ba,717 sqft,"$210,772",Condo,1929,Forced air,Central,1 space,$253/month,$298,"$1,339"
"860 Peachtree St NE UNIT 2518, Atlanta, GA 30308",https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-2518-Atlanta-GA-30308/71754922_zpid/,"$469,900",2 bds,2 ba,"1,193 sqft","$462,780",Condo,2005,Forced air,Central,2 spaces,$569/month,$394,"$2,882"
"4620 Club Valley Dr NE, Atlanta, GA 30319",https://www.zillow.com/homedetails/4620-Club-Valley-Dr-NE-Atlanta-GA-30319/35905187_zpid/,"$1,550,000",5 bds,5 ba,"3,914 sqft","$1,539,203",Single Family,1959,Forced air,Central,2 spaces,0.49 acres,$396,"$7,893"
"3501 Roswell Rd NE APT 206, Atlanta, GA 30305",https://www.zillow.com/homedetails/3501-Roswell-Rd-NE-APT-206-Atlanta-GA-30305/65467986_zpid/,"$276,000",3 bds,3 ba,"1,464 sqft","$272,320",Condo,1963,Forced air,Central,2 spaces,$643/month,$189,"$2,002"
"72 Monet Ct NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/72-Monet-Ct-NW-Atlanta-GA-30327/35915732_zpid/,"$225,000",2 bds,3 ba,"1,252 sqft","$217,645",Condo,1970,Forced air,Central,2 spaces,$401/month,$180,"$1,543"
"2657 Lenox Rd NE # P216, Atlanta, GA 30324",https://www.zillow.com/homedetails/2657-Lenox-Rd-NE-P216-Atlanta-GA-30324/2082607092_zpid/,"$209,000",2 bds,2 ba,949 sqft,,,,,,,,,
"3501 Roswell Rd NE APT 211, Atlanta, GA 30305",https://www.zillow.com/homedetails/3501-Roswell-Rd-NE-APT-211-Atlanta-GA-30305/65467991_zpid/,"$283,900",3 bds,2 ba,"1,611 sqft",,,,,,,,,
"1735 Peachtree St NE UNIT 610, Atlanta, GA 30309",https://www.zillow.com/homedetails/1735-Peachtree-St-NE-UNIT-610-Atlanta-GA-30309/2082607868_zpid/,"$660,000",2 bds,3 ba,"3,508 sqft",,Townhouse,2000,Forced air,Central,Attached Garage,No Data,$188,"$3,361"
"3340 Chatham Rd NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/3340-Chatham-Rd-NW-Atlanta-GA-30305/35902349_zpid/,"$1,395,000",4 bds,5 ba,"5,373 sqft","$1,335,815",Single Family,1953,Forced air,Central,4 spaces,1.32 acres,$260,"$7,104"
"3640 Randall Hall NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3640-Randall-Hall-NW-Atlanta-GA-30327/2114186906_zpid/,"$3,495,000",6 bds,8 ba,"9,000 sqft",,Single Family,1960,"Forced air, Other",Central,2 spaces,2.45 acres,$388,"$17,798"
"390 17th St NW UNIT 3005, Atlanta, GA 30363",https://www.zillow.com/homedetails/390-17th-St-NW-UNIT-3005-Atlanta-GA-30363/88817068_zpid/,"$289,900",2 bds,2 ba,"1,263 sqft","$284,960",Condo,2007,Forced air,Central,2 spaces,No Data,$230,"$1,427"
